"행정구역명","학원/교습소","학원지정번호","학원명","도로명주소","도로명상세주소","분야명","교습계열명","교습과정목록명","교습과정명","정원합계","일시수용능력인원합계","인당수강료내용","수강료공개여부","기숙사학원여부","도로명우편번호","등록상태명","등록일자","휴원시작일자","휴원종료일자","개설일자","적재일시"
"중랑구","학원","1000000293","예맥보습학원","서울특별시 중랑구 동일로151길 30","2층3층 (묵동)","입시.검정 및 보습","보통교과","보습/","보습","18","152","","N","","131852","개원","19881102","","","19881102","20220508"
"중랑구","학원","1000000420","세진보습학원","서울특별시 중랑구 공릉로 58","2층4층일부 (묵동)","입시.검정 및 보습","보통교과","보습?논술/","보습?논술","675","110","","N","N","131848","개원","19880719","","","19880719","20220508"
"동대문구","학원","1000000714","장안로드맵수학학원","서울특별시 동대문구 한천로 124","/ 2층 202호 (장안동)","입시.검정 및 보습","보통교과","보습/","보습","154","71","","Y","N","02623","개원","19891209","","","19891209","20220508"
"동대문구","학원","1000000776","더하이스트수학학원","서울특별시 동대문구 사가정로 190","/ 상가4층 8/9호 (전농동/ 전농우성아파트)","입시.검정 및 보습","보통교과","","보습?논술","180","68","","Y","N","02533","개원","19890619","","","19890619","20220508"
"동대문구","학원","1000000804","미래사관학원","서울특별시 동대문구 천호대로16길 12","3층4층 (용두동)","입시.검정 및 보습","보통교과","","보습","167","130","","Y","N","130821","개원","19890522","","","19890522","20220508"
"중랑구","학원","1000000955","필립학원","서울특별시 중랑구 동일로129길 54","2층 (중화동)","입시.검정 및 보습","보통교과","","보습","210","105","","N","","131881","개원","19890514","","","19890514","20220508"
"동대문구","학원","1000001390","맨하탄학원","서울특별시 동대문구 황물로 42","/ 2층일부 (답십리동)","입시.검정 및 보습","보통교과","보습/","보습","80","184","","Y","N","02593","개원","19900219","","","19900219","20220508"
"동대문구","학원","1000001429","한영보습학원","서울특별시 동대문구 답십리로23길 59","(2층) (전농동)","입시.검정 및 보습","보통교과","보습/","보습","90","92","","N","","130857","개원","19900201","","","19900201","20220508"
"중랑구","학원","1000001440","YBM잉글루2관학원","서울특별시 중랑구 면목로48길 49","/ 2층 (면목동/21세기보습학원)","입시.검정 및 보습","보통교과","보습/","보습","90","115","","Y","N","131813","개원","19900203","","","19900203","20220508"
"동대문구","학원","1000001549","수학엠플러스학원","서울특별시 동대문구 한천로 165","/ 3층 일부 (답십리동)","입시.검정 및 보습","보통교과","보습/","보습","84","61","","N","N","02534","개원","19890601","","","19890601","20220508"
"중랑구","학원","1000001589","대정보습학원","서울특별시 중랑구 용마산로 389","/ 3층 (면목동/석주빌딩)","입시.검정 및 보습","보통교과","보습/","보습","40","155","","Y","N","131812","개원","19920605","","","19920605","20220508"
"중랑구","학원","1000001895","백년대계제1관선화학원","서울특별시 중랑구 면목로 306","2층3층일부 (면목동)","입시.검정 및 보습","보통교과","보습/","보습","151","283","","Y","N","131828","개원","19920309","","","19920309","20220508"
"동대문구","학원","1000001912","교원더퍼스트캠퍼스학원","서울특별시 동대문구 이문로 65","/ 2층/ 3층 (이문동)","입시.검정 및 보습","보통교과","보습/","보습","132","144","","Y","N","02451","개원","19921102","","","19921102","20220508"
"중랑구","학원","1000002253","으뜸학원","서울특별시 중랑구 용마산로 436","/ 4층/ 5층 (면목동)","입시.검정 및 보습","보통교과","보습?논술/","보습?논술","95","115","","Y","N","131811","개원","19930619","","","19930619","20220508"
"동대문구","학원","1000002272","수재학원","서울특별시 동대문구 답십리로 133","/ 1층/ 2층 (답십리동)","입시.검정 및 보습","보통교과","보습/","보습","580","132","","Y","N","02542","개원","19940706","","","19940706","20220508"
"중랑구","학원","1000002394","이룸학원","서울특별시 중랑구 면목로27길 6","/ 3층 (면목동)","입시.검정 및 보습","보통교과","보습/","보습","100","80","","Y","N","02244","개원","19950731","","","19950731","20220508"
"중랑구","학원","1000002499","하나에듀학원","서울특별시 중랑구 봉우재로 211","2층 (망우동)","입시.검정 및 보습","보통교과","","보습","208","109","","N","","131809","개원","19950914","","","19950914","20220508"
"중랑구","학원","1000002507","면일보습학원","서울특별시 중랑구 용마산로94길 47","2층) (면목동)","입시.검정 및 보습","보통교과","보습/","보습","40","70","","N","","131811","개원","19950918","","","19950918","20220508"
"중랑구","학원","1000002515","정상보습학원","서울특별시 중랑구 면목로48길 65","/ 2/3층 (면목동/ 경상빌딩)","입시.검정 및 보습","보통교과","","보습","210","178","","Y","","131813","개원","19950922","","","19950922","20220508"
"동대문구","학원","1000002574","표준보습학원","서울특별시 동대문구 제기로38길 50","(4층) (청량리동)","입시.검정 및 보습","보통교과","","보습","40","80","","N","N","130867","개원","19951107","","","19951107","20220508"
"동대문구","학원","1000002779","이문보습학원","서울특별시 동대문구 한천로 481","/ 2층  (이문동)","입시.검정 및 보습","보통교과","보습/","보습","72","75","","N","","130828","개원","19960523","","","19960523","20220508"
"동대문구","학원","1000002900","중앙플러스학원","서울특별시 동대문구 천호대로77길 94","2층 (장안동)","입시.검정 및 보습","보통교과","보습/","보습","90","76","","N","","130843","개원","19961114","","","19961114","20220508"
"동대문구","학원","1000002977","교우보습학원","서울특별시 동대문구 사가정로 93","/ 3층일부 (전농동/동광교회)","입시.검정 및 보습","보통교과","보습/","보습","130","116","","N","","130854","개원","19970402","","","19970402","20220515"
"중랑구","학원","1000002983","뉴비전학원","서울특별시 중랑구 신내로7가길 19","3층/4층 (상봉동)","입시.검정 및 보습","보통교과","","보습","72","79","","N","","131864","개원","19970414","","","19970414","20220508"
"중랑구","학원","1000003203","한얼보습학원","서울특별시 중랑구 신내로 71","/ 4층 일부 (신내동)","입시.검정 및 보습","보통교과","보습?논술/","보습?논술","40","74","","Y","N","131871","개원","19990126","","","19990126","20220508"
"중랑구","학원","1000003212","일류보습학원","서울특별시 중랑구 동일로140길 15","(3층일부) (중화동)","입시.검정 및 보습","보통교과","보습?논술/","보습?논술","440","110","","Y","N","131875","개원","19990308","","","19990308","20220508"
"동대문구","학원","1000003239","에프엠(FM)최강수학학원","서울특별시 동대문구 답십리로 224-1","2층3층4층 (답십리동)","입시.검정 및 보습","보통교과","","보습","250","171","","","N","130800","개원","19990529","","","19990529","20220508"
"중랑구","학원","1000003259","에듀아이영어수학전문학원","서울특별시 중랑구 면목로 376","/ 201호 일부 (면목동)","입시.검정 및 보습","보통교과","보습/","보습","60","84","","N","N","02205","개원","19990805","","","19990805","20220508"
"중랑구","학원","1000003271","세계제2보습학원","서울특별시 중랑구 공릉로2길 31","/ 2층 (묵동)","입시.검정 및 보습","보통교과","보습/","보습","258","284","","","N","02036","개원","19990903","","","19990903","20220508"
"중랑구","학원","1000003279","더클래스(THE CLASS)학원","서울특별시 중랑구 동일로 814","2층일부 (중화동)","입시.검정 및 보습","보통교과","보습/","보습","188","108","","N","N","131875","개원","19991021","","","19991021","20220508"
"동대문구","학원","1000003340","신등용문보습학원","서울특별시 동대문구 경희대로4길 79","/ 2층 (이문동)","입시.검정 및 보습","보통교과","보습/","보습","160","178","","N","N","130831","개원","20011022","","","20011022","20220508"
"동대문구","학원","1000003399","수학을읽다학원","서울특별시 동대문구 답십리로69길 8","/ 3층우측 (장안동)","입시.검정 및 보습","보통교과","","보습?논술","56","33","","Y","N","02524","개원","20000831","","","20000831","20220508"
"동대문구","학원","1000003425","연세학원","서울특별시 동대문구 사가정로 148","/ 주상가동 412-2호  (전농동/전농 SK아파트)","입시.검정 및 보습","보통교과","보습/","보습","73","73","","","","130769","개원","20001129","","","20001129","20220508"
"중랑구","학원","1000003457","베스트보습학원","서울특별시 중랑구 용마산로116길 22","4층 (망우동)","입시.검정 및 보습","보통교과","보습/","보습","190","83","","Y","N","131802","개원","20010216","","","20010216","20220508"
"동대문구","학원","1000003507","신서울(I.N)아이엔학원","서울특별시 동대문구 무학로42길 45","/ 3층 (제기동)","입시.검정 및 보습","보통교과","보습/","보습","96","91","","Y","N","02574","개원","20010908","","","20010908","20220508"
"동대문구","학원","1000003519","예인학원","서울특별시 동대문구 한천로 97","/ 3층 (답십리동)","입시.검정 및 보습","보통교과","보습/","보습","100","112","","N","N","02610","개원","20011031","","","20011031","20220508"
"동대문구","학원","1000003532","교일학원","서울특별시 동대문구 약령시로 16","/ 2층일부 (제기동)","입시.검정 및 보습","보통교과","보습/","보습","150","83","","Y","N","02574","개원","20011124","","","20011124","20220508"
"중랑구","학원","1000003546","더플러스학원","서울특별시 중랑구 면목로31길 26","(2층) (면목동)","입시.검정 및 보습","보통교과","","보습","114","86","","Y","N","131826","개원","20020115","","","20020115","20220508"
"동대문구","학원","1000003552","LS학원","서울특별시 동대문구 한천로46가길 6","/ 3층 (휘경동)","입시.검정 및 보습","보통교과","보습/","보습","108","70","","Y","N","02512","개원","20020205","","","20020205","20220508"
"중랑구","학원","1000003559","김상돈수학학원","서울특별시 중랑구 망우로 505","/ 2층 일부 (망우동/미래학원)","입시.검정 및 보습","보통교과","","보습","20","178","","Y","","131802","개원","20020305","","","20020305","20220508"
"서대문구","학원","1000004028","NE능률홍제영어학원","서울특별시 서대문구 세무서길 83","2층 (홍제동)","입시.검정 및 보습","보통교과","","보습","40","195","","N","N","120857","개원","19880630","","","19880630","20220508"
"은평구","학원","1000004123","메가펀아카데미학원","서울특별시 은평구 은평로16길 4","2층 (응암동)","입시.검정 및 보습","보통교과","보습/","보습","184","20","","Y","N","122906","개원","19880721","","","19880721","20220508"
"서대문구","학원","1000004205","비상아이비츠학원","서울특별시 서대문구 증가로10길 60-22","/ 2층 (남가좌동)","입시.검정 및 보습","보통교과","보습/","보습","60","73","","Y","N","03665","개원","19880824","","","19880824","20220508"
"서대문구","학원","1000004386","인성보습학원","서울특별시 서대문구 모래내로 379","2층 (홍제동)","입시.검정 및 보습","보통교과","보습/","보습","285","80","","Y","N","120861","개원","19881114","","","19881114","20220508"
"은평구","학원","1000004429","서부보습학원","서울특별시 은평구 연서로4길 20","2층 (역촌동)","입시.검정 및 보습","보통교과","보습/","보습","20","100","","N","N","122899","개원","19881215","","","19881215","20220508"
"은평구","학원","1000004456","대조기찬학원","서울특별시 은평구 서오릉로10길 21","2층 (대조동)","입시.검정 및 보습","보통교과","보습/","보습","246","50","","N","N","122838","개원","19881227","","","19881227","20220508"
"서대문구","학원","1000004655","케이시티학원","서울특별시 서대문구 모래내로 346","/ 4층 (홍은동)","입시.검정 및 보습","보통교과","보습/","보습","110","30","","Y","N","03658","개원","19890507","","","19890507","20220508"
"은평구","학원","1000004781","맥스터디학원","서울특별시 은평구 통일로69길 16","2.3층 (대조동)","입시.검정 및 보습","보통교과","보습?논술/","보습?논술","87","163","","Y","N","122947","개원","19890613","","","19890613","20220508"
"서대문구","학원","1000005156","에이블영어수학전문학원","서울특별시 서대문구 응암로 57","만솔빌딩3/6층일부 (북가좌동)","입시.검정 및 보습","보통교과","보습/","보습","60","80","","Y","N","120814","개원","19890912","","","19890912","20220508"
"은평구","학원","1000005396","한솔플러스수학영어구산학원","서울특별시 은평구 서오릉로15길 6","2층 (구산동)","입시.검정 및 보습","보통교과","보습/","보습","45","40","","Y","N","122823","개원","19891206","","","19891206","20220508"
"서대문구","학원","1000005554","인지학원","서울특별시 서대문구 거북골로14길 5","/ 4층(북가좌삼호아파트상가동) (북가좌동)","입시.검정 및 보습","보통교과","보습/","보습","90","141","","N","N","03690","개원","19900123","","","19900123","20220515"
"서대문구","학원","1000005600","스카이수학학원","서울특별시 서대문구 독립문로 64","/ 2/3층 (냉천동)","입시.검정 및 보습","보통교과","보습/보습?논술/","보습?논술","72","168","","Y","N","03745","개원","19900207","","","19900207","20220508"
"서대문구","학원","1000005624","정학원","서울특별시 서대문구 세검정로1길 93","/ 홍은동벽산아파트상가A동 309~313호 (홍은동/ 홍은벽산아파트)","입시.검정 및 보습","보통교과","보습/","보습","210","180","","Y","N","120100","개원","19900209","","","19900209","20220508"
"마포구","학원","1000005656","영찬보습학원","서울특별시 마포구 성미산로 39","/ 2층 (성산동)","입시.검정 및 보습","보통교과","보습/","보습","72","123","","Y","N","03968","개원","19900214","","","19900214","20220508"
"은평구","학원","1000006027","대조보습학원","서울특별시 은평구 연서로18길 14-1","2층 (대조동)","입시.검정 및 보습","보통교과","보습/","보습","170","200","","Y","N","122845","개원","19901212","","","19901212","20220508"
"은평구","학원","1000006487","은평하이클래스학원","서울특별시 은평구 가좌로 179","/ 5층 우측 (응암동)","입시.검정 및 보습","보통교과","보습/","보습","128","90","","Y","N","03479","개원","19920317","","","19920317","20220508"
"서대문구","학원","1000006630","이룸학원","서울특별시 서대문구 응암로 47","2/3층 (북가좌동)","입시.검정 및 보습","보통교과","보습/","보습","120","116","","N","N","120816","개원","19920909","","","19920909","20220508"
"서대문구","학원","1000006637","연세아카데미보습학원","서울특별시 서대문구 북아현로4길 2","3층 (북아현동)","입시.검정 및 보습","보통교과","보습/","보습","90","70","","Y","N","120819","개원","19920909","","","19920909","20220508"
"은평구","학원","1000006659","명문학원","서울특별시 은평구 진흥로 160","2.3층 (녹번동)","입시.검정 및 보습","보통교과","","보습","63","180","","Y","N","122832","개원","19920914","","","19920914","20220508"
"서대문구","학원","1000006687","카이로스학원","서울특별시 서대문구 홍은중앙로 94","4층 (홍은동)","입시.검정 및 보습","보통교과","보습/","보습","159","240","","Y","N","120841","개원","19921005","","","19921005","20220508"
"마포구","학원","1000007335","한맥보습학원","서울특별시 마포구 만리재로 133","5층 (아현동)","입시.검정 및 보습","보통교과","보습/","보습","84","12","","Y","N","121861","개원","19950729","","","19950729","20220508"
"은평구","학원","1000007413","에스피학원","서울특별시 은평구 가좌로 180","2.3층 (응암동)","입시.검정 및 보습","보통교과","보습/","보습","132","158","","Y","N","122929","개원","19950914","","","19950914","20220508"
"은평구","학원","1000007459","홍익보습학원","서울특별시 은평구 연서로3길 10","2.3.4층 (역촌동)","입시.검정 및 보습","보통교과","보습/","보습","50","159","","Y","N","122901","개원","19950922","","","19950922","20220508"
"은평구","학원","1000007583","한맥키스톤학원","서울특별시 은평구 진흥로1길 36","5층 (역촌동)","입시.검정 및 보습","보통교과","보습/","보습","48","50","","Y","N","122897","개원","19951103","","","19951103","20220508"
"마포구","학원","1000007652","정구원학원","서울특별시 마포구 새터산16길 15","3/4층 (성산동)","입시.검정 및 보습","보통교과","보습/","보습","37","100","","Y","","121845","개원","19951207","","","19951207","20220508"
"서대문구","학원","1000007697","최고학원","서울특별시 서대문구 세검정로 94-1","/ 2층/ 3층 (홍제동 279-23)","입시.검정 및 보습","보통교과","보습/","보습","60","60","","Y","N","120863","개원","19951227","","","19951227","20220508"
"서대문구","학원","1000007884","베러에듀학원","서울특별시 서대문구 거북골로 5","/ 2층 (홍은동 402-6 외 1필지)","입시.검정 및 보습","보통교과","보습/","보습","54","50","","Y","N","120848","개원","19960702","","","19960702","20220508"
"은평구","학원","1000008127","1%하이스트영어수학학원","서울특별시 은평구 증산서길 64-14","/ 2층 (증산동)","입시.검정 및 보습","보통교과","보습/","보습","40","50","","Y","N","03500","개원","19971229","","","19971229","20220508"
"마포구","학원","1000008200","제1예일보습학원","서울특별시 마포구 마포대로18길 12","1.2.3.5층 (아현동)","입시.검정 및 보습","보통교과","보습/","보습","240","258","","Y","N","121861","개원","19980317","","","19980317","20220508"
"은평구","학원","1000008436","이데아에듀학원","서울특별시 은평구 증산서길 88","2층 (증산동)","입시.검정 및 보습","보통교과","보습/","보습","80","80","","N","N","122938","개원","19990604","","","19990604","20220508"
"서대문구","학원","1000008537","삼성영어한샘수학학원","서울특별시 서대문구 홍은중앙로 116","/ 3층 (홍은동)","입시.검정 및 보습","보통교과","보습/","보습","100","105","","Y","N","03605","개원","19990826","","","19990826","20220508"
"서대문구","학원","1000008547","두레학원","서울특별시 서대문구 가좌로 84-1","4층 (홍은동)","입시.검정 및 보습","보통교과","보습/","보습","36","40","","Y","N","120848","개원","19990909","","","19990909","20220508"
"서대문구","학원","1000008698","베르타트학원","서울특별시 서대문구 세검정로 85","2.3/4층 (홍제동)","입시.검정 및 보습","보통교과","보습/","보습","110","70","","N","N","120863","개원","20000317","","","20000317","20220508"
"은평구","학원","1000008722","제갈쌤학원","서울특별시 은평구 증산로 403-1","/ 4층 (신사동)","입시.검정 및 보습","보통교과","보습/","보습","104","70","","Y","N","03442","개원","20000331","","","20000331","20220508"
"서대문구","학원","1000008738","이영학원","서울특별시 서대문구 이화여대8길 62","두산A상가 3층 (북아현동)","입시.검정 및 보습","보통교과","보습/","보습","150","60","","Y","N","120190","개원","20000411","","","20000411","20220508"
"서대문구","학원","1000008776","이박사아카데미보습학원","서울특별시 서대문구 증가로 193","/ 403호 (북가좌동)","입시.검정 및 보습","보통교과","보습/","보습","60","80","","Y","N","03686","개원","20000630","","","20000630","20220508"
"마포구","학원","1000008780","재현학원","서울특별시 마포구 망원로3길 13","/ 2층 (망원동)","입시.검정 및 보습","보통교과","보습/","보습","104","80","","N","N","03957","개원","20000630","","","20000630","20220508"
"서대문구","학원","1000008872","와이비엠잉글루홍제원제1캠퍼스학원","서울특별시 서대문구 통일로34길 28-6","/ 2층 (홍제동)","입시.검정 및 보습","보통교과","보습/","보습","134","10","","Y","N","120854","개원","20001130","","","20001130","20220508"
"서대문구","학원","1000008905","영어숲홍제학원","서울특별시 서대문구 통일로 420","/ 3층일부/ 4층 전부 (홍제동)","입시.검정 및 보습","보통교과","보습/","보습","105","80","","Y","N","120854","개원","20010227","","","20060228","20220508"
"은평구","학원","1000008923","미래창조학원","서울특별시 은평구 은평로3길 20","2층 (역촌동)","입시.검정 및 보습","보통교과","보습/","보습","60","88","","N","N","122903","개원","20010315","","","20010315","20220508"
"서대문구","학원","1000008965","서대문한국학원","서울특별시 서대문구 거북골로 191","/ (북가좌동 377-3) 3층 (북가좌동/ 제일은행북가좌지점)","입시.검정 및 보습","보통교과","","보습","150","90","","N","N","120816","개원","20010607","","","20010607","20220508"
"서대문구","학원","1000008967","유앤아이학원","서울특별시 서대문구 연희로 159","/ 2층전부 (연희동/(주)희훈)","입시.검정 및 보습","보통교과","보습/","보습","60","60","","","N","120824","개원","20010607","","","20010607","20220515"
"은평구","학원","1000008988","하다수학학원","서울특별시 은평구 은평로 228","3층 (응암동)","입시.검정 및 보습","보통교과","보습/","보습","1350","50","","Y","N","122905","개원","20010707","","","20010707","20220508"
"은평구","학원","1000008997","키아즈마학원","서울특별시 은평구 연서로 156","/ 3층 (대조동/ 서부빌딩)","입시.검정 및 보습","보통교과","보습/","보습","80","80","","N","N","03388","개원","20010724","","","20010724","20220508"
"서대문구","학원","1000009004","피그마리온학원","서울특별시 서대문구 가좌로 140","/ 4층 (홍은동)","입시.검정 및 보습","보통교과","보습/","보습","22","50","","N","N","03655","개원","20010728","","","20010728","20220508"
"서대문구","학원","1000009069","홍제고려학원","서울특별시 서대문구 세검정로1길 51","2층 (홍은동)","입시.검정 및 보습","보통교과","보습/","보습","96","50","","Y","N","120100","개원","20011112","","","20011112","20220508"
"마포구","학원","1000009078","유엠학원","서울특별시 마포구 굴레방로9길 2","4층 (아현동)","입시.검정 및 보습","보통교과","","보습","36","79","","Y","N","121859","개원","20011128","","","20011128","20220508"
"은평구","학원","1000009108","케이시티증산학원","서울특별시 은평구 증산서길 63","2.3층 (증산동)","입시.검정 및 보습","보통교과","보습/","보습","60","60","","Y","N","122940","개원","20020108","","","20020108","20220508"
"서대문구","학원","1000009145","하나학원","서울특별시 서대문구 독립문공원길 13","/ 상가5층 502호 (현저동/ 독립문극동아파트)","입시.검정 및 보습","보통교과","보습/","보습","24","80","","Y","N","03733","개원","20020325","","","20020325","20220508"
"은평구","학원","1000009163","에듀필국어학원","서울특별시 은평구 응암로 229","/ 5층 전부 (응암동/ 대흥빌딩)","입시.검정 및 보습","보통교과","보습/보습?논술/","보습?논술","80","70","","N","N","122923","개원","20020430","","","20020430","20220508"
"은평구","학원","1000009165","남궁정민학원","서울특별시 은평구 가좌로 211-1","/ 2층/ 3층 (응암동)","입시.검정 및 보습","보통교과","보습/","보습","102","80","","Y","N","03479","개원","20020504","","","20020504","20220508"
"구로구","학원","1000009525","신대원학원","서울특별시 구로구 도림로 31-1","2/3층 구로동","입시.검정 및 보습","보통교과","보습/","보습","171","103","","Y","N","152873","개원","19820331","","","19820331","20220508"
"금천구","학원","1000009978","지니어스보습학원","서울특별시 금천구 독산로 126","3/4층 시흥동","입시.검정 및 보습","보통교과","보습/","보습","161","74","","Y","N","153855","개원","19850312","","","19850312","20220508"
"구로구","학원","1000010195","프라임학원","서울특별시 구로구 서해안로 2098","/ 항동프라자 703호 (항동/ 항동프라자)","입시.검정 및 보습","보통교과","보습/","보습","75","72","","Y","N","08368","개원","19861222","","","19861222","20220508"
"구로구","학원","1000010628","성광학원","서울특별시 구로구 구로동로22길 89","/ 3층 (구로동)","입시.검정 및 보습","보통교과","보습/","보습","53","81","","N","N","08314","개원","19880130","","","19880130","20220508"
"영등포구","학원","1000010861","장학학원","서울특별시 영등포구 대림로 247","/ 302호/ 304호 (대림동/ 대림프라자)","입시.검정 및 보습","보통교과","보습/","보습","239","170","","Y","N","07377","개원","19881103","","","19881103","20220508"
"영등포구","학원","1000010917","신한샘학원","서울특별시 영등포구 도신로60길 8-1","3층 신길동","입시.검정 및 보습","보통교과","보습/","보습","50","60","","N","N","150839","개원","19880804","","","19880804","20220508"
"영등포구","학원","1000011147","메카(MECA)수학영어학원","서울특별시 영등포구 여의대방로 55","/ 6층일부 (신길동/신길프라자)","입시.검정 및 보습","보통교과","","보습","76","98","","Y","N","150860","개원","19890303","","","19890303","20220508"
"영등포구","학원","1000011193","유니버학원","서울특별시 영등포구 도영로22길 38","/ 3층 (영등포동)","입시.검정 및 보습","보통교과","보습/","보습","265","100","","N","N","07369","개원","19890425","","","19890425","20220508"
"금천구","학원","1000011380","평강보습학원","서울특별시 금천구 금하로 755","(시흥동)","입시.검정 및 보습","보통교과","","보습","60","80","","Y","N","153844","개원","19890909","","","19890909","20220508"
"금천구","학원","1000011545","킹스아카데미(King`s Academy)학원","서울특별시 금천구 시흥대로146길 18","2/3층 독산동","입시.검정 및 보습","보통교과","보습/","보습","165","108","","Y","N","153825","개원","19891215","20101021","20101028","19891215","20220508"
"구로구","학원","1000011762","구로이엠아이학원","서울특별시 구로구 구일로4길 30","/ 4층 전체 (구로동/ 신영상가)","입시.검정 및 보습","보통교과","보습/","보습","315","225","","N","N","08325","개원","19900313","","","19900313","20220508"
"구로구","학원","1000011873","신예일학원","서울특별시 구로구 경인로47길 134?","대화빌딩 2/3층","입시.검정 및 보습","보통교과","","보습","59","150","","Y","N","152823","개원","19910930","","","19910930","20220508"
"영등포구","학원","1000011936","최강성지보습학원","서울특별시 영등포구 신길로42라길 1","2층 신길동","입시.검정 및 보습","보통교과","보습/","보습","98","64","","N","","150050","개원","19910111","","","19910111","20220508"
"영등포구","학원","1000012073","에듀선플러스학원","서울특별시 영등포구 대림로29나길 6","/ 2층 (대림동/미림빌딩)","입시.검정 및 보습","보통교과","보습/","보습","110","77","","Y","N","150815","개원","19920327","","","19920327","20220508"
"구로구","학원","1000012150","대양학원","서울특별시 구로구 도림로 90","/ 2/3/4층 (구로동/혜성빌딩)","입시.검정 및 보습","보통교과","보습/","보습","150","293","","Y","N","152847","개원","19920921","","","19920921","20220508"
"구로구","학원","1000012192","비전에스엔디(snd)학원","서울특별시 구로구 구일로10길 53","상가2층 201/202/203/204호 구로동","입시.검정 및 보습","보통교과","보습/","보습","170","120","","Y","N","152868","개원","19921015","","","19921015","20220508"
"영등포구","학원","1000012565","한솔보습학원","서울특별시 영등포구 국제금융로 78","/ 608호/ 610호 (여의도동/ 홍우빌딩)","입시.검정 및 보습","보통교과","","보습","252","134","","","Y","07333","개원","19950407","","","19950407","20220508"
"금천구","학원","1000012596","뉴아이비학원","서울특별시 금천구 시흥대로30길 12","(시흥동)","입시.검정 및 보습","보통교과","보습/","보습","180","80","","Y","N","153861","개원","19951211","","","19951211","20220508"
"구로구","학원","1000012601","백호보습학원","서울특별시 구로구 신도림로9길 20","/ 3층 (신도림동)","입시.검정 및 보습","보통교과","보습/","보습","30","97","","N","N","152887","개원","19951012","","","19951012","20220508"
"구로구","학원","1000012603","제2뉴탑클래스학원","서울특별시 구로구 구로동로42길 56","/ 2층 (구로동)","입시.검정 및 보습","보통교과","","보습","56","187","","Y","N","08280","개원","19951012","","","19951012","20220508"
"금천구","학원","1000012668","수도보습학원","서울특별시 금천구 시흥대로94길 72?","2층","입시.검정 및 보습","보통교과","보습/","보습","90","45","","N","N","153832","개원","19950904","","","19950904","20220508"
"영등포구","학원","1000012710","용문플러스학원","서울특별시 영등포구 국제금융로 78","/ 607호 일부/ 1013호/ 1014호 (여의도동/ 홍우빌딩)","입시.검정 및 보습","보통교과","","보습?논술","132","229","","","N","07333","개원","19951005","","","19951005","20220508"
"영등포구","학원","1000012744","예일학원","서울특별시 영등포구 가마산로 354","/ 송림빌딩 4층 (대림동)","입시.검정 및 보습","보통교과","보습/","보습","90","125","","N","N","07401","개원","19951211","","","19951211","20220508"
"영등포구","학원","1000012780","정상학원","서울특별시 영등포구 가마산로61나길 13","2층 신길동","입시.검정 및 보습","보통교과","보습/","보습","210","83","","Y","N","150847","개원","19951128","","","19951128","20220508"
"구로구","학원","1000012789","대길보습학원","서울특별시 구로구 고척로 154","/ 4층 (고척동)","입시.검정 및 보습","보통교과","보습/","보습","159","74","","Y","N","08234","개원","19951226","","","19951226","20220508"
"구로구","학원","1000012794","하이브레인학원","서울특별시 구로구 고척로 82","거성푸르뫼2차아파트 상가 B동 3층 개봉동","입시.검정 및 보습","보통교과","보습/","보습","72","60","","N","N","152751","개원","19951201","","","19951201","20220508"
"구로구","학원","1000012808","스피드케이엠보습학원","서울특별시 구로구 경인로47다길 4","3층 고척동","입시.검정 및 보습","보통교과","보습/","보습","76","65","","Y","","152823","개원","19960126","","","19960126","20220508"
"영등포구","학원","1000012822","도전보습학원","서울특별시 영등포구 도신로53길 16","3층 신길동","입시.검정 및 보습","보통교과","보습/","보습","110","78","","","","150838","개원","19960226","","","19960226","20220508"
"구로구","학원","1000012856","탑에듀학원","서울특별시 구로구 개봉로3길 41","3/4층 개봉동","입시.검정 및 보습","보통교과","보습/","보습","72","120","","Y","","152815","개원","19960426","","","19960426","20220508"
"영등포구","학원","1000012887","제이틴학원","서울특별시 영등포구 도림로 353","3층 도림동","입시.검정 및 보습","보통교과","","보습","96","100","","N","N","150832","개원","19960616","","","19960116","20220508"
"구로구","학원","1000012897","상진학원","서울특별시 구로구 고척로 149","/ 6층 일부 (고척동/상암빌딩)","입시.검정 및 보습","보통교과","","보습","36","111","","N","N","152834","개원","19960103","","","19960103","20220508"
"금천구","학원","1000012957","영육학원","서울특별시 금천구 독산로 246","/ 3층 (독산동)","입시.검정 및 보습","보통교과","보습/","보습","96","83","","Y","N","153821","개원","19961025","","","19961025","20220508"
"구로구","학원","1000013002","구로세종보습학원","서울특별시 구로구 도림로 69","/ 외 1필지 4층 (구로동)","입시.검정 및 보습","보통교과","보습/","보습","224","130","","N","","152873","개원","19961227","","","19961227","20220508"
"구로구","학원","1000013140","정명학원","서울특별시 구로구 경인로19길 29","/ 1층/ 2층 (오류동)","입시.검정 및 보습","보통교과","보습?논술/","보습?논술","90","118","","Y","N","08268","개원","19971008","","","19971008","20220508"
"영등포구","학원","1000013192","단혜보습학원","서울특별시 영등포구 영등포로12길 11","2층 양평동1가","입시.검정 및 보습","보통교과","보습/","보습","58","75","","Y","","150862","개원","19980320","","","19980320","20220508"
"영등포구","학원","1000013213","청심학원","서울특별시 영등포구 여의대방로43라길 6","401호 신길동","입시.검정 및 보습","보통교과","보습/","보습","344","71","","N","N","150853","개원","19980507","","","19980507","20220508"
