"행정구역명","학원/교습소","학원지정번호","학원명","도로명주소","도로명상세주소","분야명","교습계열명","교습과정목록명","교습과정명","정원합계","일시수용능력인원합계","인당수강료내용","수강료공개여부","기숙사학원여부","도로명우편번호","등록상태명","등록일자","휴원시작일자","휴원종료일자","개설일자","적재일시"
"서초구","학원","1000035815","서초제일보습학원","서울특별시 서초구 남부순환로333길 56","/ 2층 (서초동)","입시.검정 및 보습","보통교과","","보습","18","144","","N","","137865","개원","19960507","","","19960507","20220508"
"강남구","학원","1000035823","강남대성학원","서울특별시 강남구 테헤란로4길 39","/ 1층 일부/2~4층 (역삼동/ 강남대성빌딩)","입시.검정 및 보습","보통교과","보습?논술/","보습?논술","2712","1679","","Y","N","06240","개원","19960705","","","19960705","20220508"
"강남구","학원","1000035825","대치나인에듀학원","서울특별시 강남구 삼성로 221","혜성빌딩 2층(대치동)","입시.검정 및 보습","보통교과","보습?논술/","보습?논술","540","124","","Y","N","135835","개원","19960712","20180630","20180713","20061121","20220508"
"서초구","학원","1000035826","드림보습학원","서울특별시 서초구 사임당로 138","/ 신동아아파트상가 2층13호14호 (서초동)","입시.검정 및 보습","보통교과","","보습","320","320","","","N","06630","개원","19960712","","","19960712","20220508"
"강남구","학원","1000035842","한울보습학원","서울특별시 강남구 도곡로 538","4층 (대치동)","입시.검정 및 보습","보통교과","","보습","84","160","","Y","N","135501","개원","19961009","","","19961009","20220508"
"서초구","학원","1000035855","파워수학전문학원","서울특별시 서초구 신반포로3길 8","/ 305호/508-1호 (반포동/ 반포프라자)","입시.검정 및 보습","보통교과","보습/","보습","92","72","","Y","N","06502","개원","19961218","","","19961218","20220508"
"강남구","학원","1000035868","지혜의숲사고력보습학원","서울특별시 강남구 삼성로76길 14","/ 1/2층전체 (대치동)","입시.검정 및 보습","보통교과","보습?논술/","보습?논술","36","124","","Y","N","06185","개원","19970310","","","19970310","20220508"
"서초구","학원","1000035889","경인학원","서울특별시 서초구 바우뫼로 91","경인프라자빌딩 402 403호일부 (양재동)","입시.검정 및 보습","보통교과","보습/","보습","21","300","","Y","N","137892","개원","19970701","","","19970701","20220508"
"강남구","학원","1000035891","수학에날개달기학원","서울특별시 강남구 선릉로6길 10","/ 4층 (개포동)","입시.검정 및 보습","보통교과","보습/","보습","90","72","","Y","N","135802","개원","19970704","","","19970704","20220508"
"강남구","학원","1000035896","제이에스에치과학보습학원","서울특별시 강남구 도곡로 504","대치빌딩 2층 (대치동)","입시.검정 및 보습","보통교과","보습/","보습","115","280","","N","","135501","개원","19970714","","","19970714","20220508"
"강남구","학원","1000035911","마타수학학원","서울특별시 강남구 삼성로 155","/ 601~604호 (대치동/ 대치퍼스트빌딩)","입시.검정 및 보습","보통교과","보습/","보습","75","317","","Y","N","06291","개원","19971103","","","19971103","20220508"
"서초구","학원","1000035918","서초고려학원","서울특별시 서초구 효령로 210","/ 3층 일부 (서초동)","입시.검정 및 보습","보통교과","","보습?논술","30","61","","Y","N","06708","개원","19971124","","","19971124","20220508"
"강남구","학원","1000035945","영공방학원","서울특별시 강남구 광평로31길 27","/ 201/202호 (수서동/삼성아파트)","입시.검정 및 보습","보통교과","보습/","보습","42","240","","","N","135521","개원","19980305","","","19980305","20220508"
"강남구","학원","1000035951","슈퍼멘토학원","서울특별시 강남구 일원로 41","/ 3층 전체 (일원동)","입시.검정 및 보습","보통교과","보습?논술/","보습?논술","190","78","","Y","N","06343","개원","19980331","","","19980331","20220508"
"강남구","학원","1000035960","미탐인학원","서울특별시 강남구 도곡로 454","/ 2층 (대치동/ 알파마이티 대치빌딩)","입시.검정 및 보습","보통교과","보습?논술/","보습?논술","263","211","","Y","N","06279","개원","19980424","","","19980424","20220508"
"강남구","학원","1000035995","해법수학교실대치학원","서울특별시 강남구 도곡로 447","/ 5층 (대치동/제일빌딩)","입시.검정 및 보습","보통교과","보습/","보습","96","318","","Y","N","135999","개원","19980720","","","19980720","20220508"
"강남구","학원","1000036012","정인보습학원","서울특별시 강남구 일원로 95","/ 701호 일부 (일원동/ 신영프라자)","입시.검정 및 보습","보통교과","보습/","보습","135","113","","Y","N","06351","개원","19980926","","","19980926","20220508"
"강남구","학원","1000036049","생각하는수학학원","서울특별시 강남구 삼성로64길 51","/ 202호/3층 (대치동)","입시.검정 및 보습","보통교과","보습?논술/","보습?논술","63","218","","N","N","135842","개원","19990122","","","19990122","20220508"
"강남구","학원","1000036064","수학과표현학원","서울특별시 강남구 삼성로 38","/ 406호 (개포동)","입시.검정 및 보습","보통교과","보습/","보습","92","138","","Y","N","135994","개원","19990225","","","19990225","20220508"
"강남구","학원","1000036078","대치페르마정석학원","서울특별시 강남구 삼성로57길 39","계원빌딩 4층 (대치동)","입시.검정 및 보습","보통교과","보습/","보습","30","102","","Y","N","135500","개원","19990316","","","19990316","20220508"
"강남구","학원","1000036085","최강보습학원","서울특별시 강남구 압구정로29길 72-1","신사시장A동 3층-3호 (압구정동)","입시.검정 및 보습","보통교과","보습/","보습","40","438","","N","N","135903","개원","19990412","20190128","20190203","19990412","20220508"
"서초구","학원","1000036089","강남용문보습학원","서울특별시 서초구 효령로68길 14","/ 3층 (서초동/동림빌딩)","입시.검정 및 보습","보통교과","","보습","6","400","","N","","137865","개원","19990414","","","19990414","20220508"
"서초구","학원","1000036110","피엠지보습학원","서울특별시 서초구 서초중앙로 230","403호 404호 405호 (반포동)","입시.검정 및 보습","보통교과","보습/보습?논술/","보습","272","148","","Y","N","137040","개원","19990601","","","19990601","20220508"
"강남구","학원","1000036115","솔로몬사고력영어학원","서울특별시 강남구 광평로10길 15","/ 205호 (일원동/상록수아파트상가)","입시.검정 및 보습","보통교과","보습/","보습","80","228","","Y","N","135947","개원","19990604","","","19990604","20220508"
"서초구","학원","1000036130","반포한신보습학원","서울특별시 서초구 신반포로15길 29","/ 3층 101호 (반포동/신반포상가)","입시.검정 및 보습","보통교과","보습/","보습","300","395","","Y","N","137800","개원","19990707","","","19990707","20220508"
"서초구","학원","1000036136","영민보습학원","서울특별시 서초구 사임당로 130","신동아2차상가 3층302호","입시.검정 및 보습","보통교과","보습/","보습","70","147","","Y","N","137772","개원","19990729","","","19990729","20220508"
"강남구","학원","1000036142","지니학원","서울특별시 강남구 도곡로 422","/ 3층 (대치동/세림빌딩)","입시.검정 및 보습","보통교과","보습?논술/","보습?논술","20","98","","Y","N","135500","개원","19990805","","","19990805","20220508"
"강남구","학원","1000036151","스카이학원","서울특별시 강남구 선릉로 664","303동 304호(삼성동","입시.검정 및 보습","보통교과","보습/","보습","42","225","","N","N","135864","개원","19990823","","","19990823","20220508"
"강남구","학원","1000036168","상아학원","서울특별시 강남구 도곡로 440","/ 2층 전체 (대치동)","입시.검정 및 보습","보통교과","보습?논술/","보습?논술","214","105","","N","N","06279","개원","19990903","","","19990903","20220508"
"서초구","학원","1000036194","서초우리들학원","서울특별시 서초구 서초대로51길 21","4층 일부 (서초동)","입시.검정 및 보습","보통교과","","보습","120","70","","Y","N","137883","개원","19991112","","","19991112","20220508"
"서초구","학원","1000036195","성쌤`s솔루션영어전문학원","서울특별시 서초구 신반포로 38","J동310호(반포동)","입시.검정 및 보습","보통교과","보습/","보습","286","60","","N","N","137040","개원","19991112","","","19991112","20220508"
"강남구","학원","1000036204","청운보습학원","서울특별시 강남구 언주로167길 33-4","/ 2층 (신사동)","입시.검정 및 보습","보통교과","보습/","보습","24","73","","N","","135894","개원","19991124","","","20050104","20220508"
"강남구","학원","1000036272","시리우스수학학원","서울특별시 강남구 역삼로 536","401동 402호(대치동","입시.검정 및 보습","보통교과","보습?논술/","보습?논술","795","115","","N","N","135848","개원","20000327","","","20061110","20220508"
"강남구","학원","1000036288","미래탐구학원","서울특별시 강남구 삼성로57길 31","/ 1층/2층/3층 (대치동)","입시.검정 및 보습","보통교과","입시?논술/보습?논술/","보습?논술","1240","359","","Y","N","06279","개원","20000412","20111217","20111223","20000412","20220508"
"서초구","학원","1000036291","영재과학보습학원","서울특별시 서초구 주흥길 3","/ 401호 (반포동)","입시.검정 및 보습","보통교과","보습/","보습","416","52","","Y","N","137810","개원","20000422","","","20000422","20220508"
"강남구","학원","1000036297","생각비타민국어학원","서울특별시 강남구 삼성로 313","/ 3층 (대치동/운지빌딩)","입시.검정 및 보습","보통교과","보습/","보습","70","240","","N","N","135998","개원","20000517","","","20120509","20220508"
"서초구","학원","1000036321","파푸스학원","서울특별시 서초구 신반포로 213","/ 7동 4층 15/16호/ 5층 7/8/9호 (잠원동/ 반포쇼핑타운)","입시.검정 및 보습","보통교과","보습/","보습","40","184","","N","N","06512","개원","20000616","","","20000616","20220508"
"강남구","학원","1000036325","씨앤에이논술학원","서울특별시 강남구 도곡로 450","/ 2층 (대치동/덕산빌딩)","입시.검정 및 보습","보통교과","보습?논술/","보습?논술","340","118","","Y","N","135500","개원","20000621","","","20070505","20220508"
"강남구","학원","1000036331","수학전문로커스학원","서울특별시 강남구 개포로82길 7","/ 3층 301호 (개포동)","입시.검정 및 보습","보통교과","보습/","보습","45","90","","","","135994","개원","20000704","","","20000704","20220508"
"강남구","학원","1000036344","정진수학학원","서울특별시 강남구 도곡로78길 22","대치아파트 상가 201~203 311~313호 (대치동)","입시.검정 및 보습","보통교과","보습/","보습","32","121","","Y","N","135500","개원","20000828","","","20000828","20220508"
"서초구","학원","1000036374","윤영숙수학전문학원","서울특별시 서초구 동작대로 188","/ 2층전체 (방배동/ 액센빌딩)","입시.검정 및 보습","보통교과","보습/보습?논술/","보습?논술","370","93","","Y","N","06559","개원","20001128","","","20001128","20220508"
"강남구","학원","1000036378","영독대치학원","서울특별시 강남구 남부순환로 2942","/ 2층 202호 (대치동)","입시.검정 및 보습","보통교과","보습/","보습","190","205","","Y","N","135836","개원","20001207","","","20001207","20220508"
"강남구","학원","1000036446","프리미어학원","서울특별시 강남구 남부순환로 2935","/ 대치프라자6층 (대치동)","입시.검정 및 보습","보통교과","보습?논술/","보습?논술","156","218","","Y","N","06280","개원","20010414","","","20010414","20220508"
"강남구","학원","1000036447","조엘통찰수학학원","서울특별시 강남구 도곡로 438","2층일부 202호(대치동)","입시.검정 및 보습","보통교과","","보습","30","168","","N","","135500","개원","20010414","","","20010414","20220508"
"강남구","학원","1000036477","청담해법수학학원","서울특별시 강남구 학동로 419","/ 3층 (청담동/대륭빌딩)","입시.검정 및 보습","보통교과","보습/","보습","140","279","","Y","N","135951","개원","20010525","","","20010525","20220508"
"강남구","학원","1000036485","시대인재56학원","서울특별시 강남구 삼성로 231","301호 (대치동)","입시.검정 및 보습","보통교과","","보습?논술","920","104","","Y","N","135500","개원","20010608","","","20010608","20220508"
"강남구","학원","1000036490","다원매쓰아이(Math i)학원","서울특별시 강남구 삼성로 227","태륭빌딩 301호 (대치동)","입시.검정 및 보습","보통교과","보습/","보습","500","150","","N","N","135500","개원","20010615","","","20010615","20220508"
"강남구","학원","1000036510","에이원아카데미보습학원","서울특별시 강남구 논현로175길 109","/ 5층일부 (신사동/컨템포빌딩)","입시.검정 및 보습","보통교과","","보습","84","180","","N","","135888","개원","20010711","","","20010711","20220508"
"서초구","학원","1000036512","상위권수학3관학원","서울특별시 서초구 신반포로 22","/ H동 315호 (반포동/ 구반포상가)","입시.검정 및 보습","보통교과","보습/","보습","96","69","","","N","06548","개원","20010712","","","20010712","20220508"
"강남구","학원","1000036516","대치필학원","서울특별시 강남구 삼성로 150","/ 202-1-1A호 일부 한보종합상가 (대치동/ 한보미도맨션)","입시.검정 및 보습","보통교과","보습?논술/","보습?논술","140","150","","Y","N","06288","개원","20010718","","","20010718","20220508"
"강남구","학원","1000036518","아이디(ID)솔루션(Solution)학원","서울특별시 강남구 삼성로71길 16","3층 (대치동)","입시.검정 및 보습","보통교과","보습?논술/","보습?논술","3200","89","","Y","N","135997","개원","20010720","","","20010720","20220508"
"서초구","학원","1000036561","메디치보습학원","서울특별시 서초구 잠원로 148","/ 303~305호 (잠원동/잠원한신아파트)","입시.검정 및 보습","보통교과","보습/","보습","205","78","","","N","137907","개원","20010921","","","20010921","20220508"
"강남구","학원","1000036581","대치에스디엘(SDL)학원","서울특별시 강남구 선릉로 328","/ 3층 1-1호 (대치동)","입시.검정 및 보습","보통교과","","보습","58","75","","Y","N","06199","개원","20011029","","","20011029","20220508"
"서초구","학원","1000036584","퍼스널학원","서울특별시 서초구 서초중앙로 230","동화반포프라자 502호 일부(반포동)","입시.검정 및 보습","보통교과","보습/","보습","59","75","","N","N","137040","개원","20011031","","","20011031","20220508"
"강남구","학원","1000036597","현대에이플러스보습학원","서울특별시 강남구 삼성로115길 46","2층 (삼성동)","입시.검정 및 보습","보통교과","","보습","22","224","","N","","135864","개원","20011112","","","20011112","20220508"
"강남구","학원","1000036604","생각이크는학원","서울특별시 강남구 언주로 110","/ 상가동 2층 2호/3호/7호/8호 (개포동/경남아파트)","입시.검정 및 보습","보통교과","","보습","60","90","","Y","N","135806","개원","20011117","","","20011117","20220508"
"강남구","학원","1000036612","필즈보습학원","서울특별시 강남구 압구정로18길 7","4층 (신사동)","입시.검정 및 보습","보통교과","보습/","보습","12","172","","N","","135891","개원","20011128","","","20011128","20220508"
"강남구","학원","1000036622","대치수재보습학원","서울특별시 강남구 도곡로77길 14","/ 301호 (대치동/양지빌딩)","입시.검정 및 보습","보통교과","보습/","보습","20","162","","N","","135998","개원","20011207","","","20011207","20220508"
"강남구","학원","1000036625","이비보습학원","서울특별시 강남구 압구정로 122","2층 (신사동)","입시.검정 및 보습","보통교과","","보습","60","144","","N","","135888","개원","20011211","","","20140528","20220508"
"서초구","학원","1000036626","폴리아수학학원","서울특별시 서초구 동광로19길 19","/ 2층 (방배동)","입시.검정 및 보습","보통교과","","보습?논술","20","148","","Y","N","06561","개원","20011213","","","20011213","20220508"
"서초구","학원","1000036631","엘아이에스어학원","서울특별시 서초구 방배로 92","/ 4층 전체 (방배동)","입시.검정 및 보습","보통교과","보습/","보습","70","71","","Y","N","06665","개원","20011220","","","20011220","20220508"
"강남구","학원","1000036635","영재수학학원","서울특별시 강남구 도곡로 515","/ 4층 (대치동/한도산업사옥)","입시.검정 및 보습","보통교과","보습/","보습","75","216","","Y","N","135849","개원","20011226","","","20011226","20220508"
"서초구","학원","1000036660","오예스영어학원","서울특별시 서초구 효령로34길 66","/ 2층 (방배동)","입시.검정 및 보습","보통교과","","보습","10","74","","","N","137851","개원","20020125","","","20020125","20220508"
"강남구","학원","1000036668","이엠보습학원","서울특별시 강남구 압구정로29길 67","외1필지 2층","입시.검정 및 보습","보통교과","","보습","8","111","","N","","135901","개원","20020209","","","20020209","20220508"
"강남구","학원","1000036718","슈파스학원","서울특별시 강남구 삼성로 307","/ 3층 (대치동)","입시.검정 및 보습","보통교과","보습?논술/","보습?논술","144","0","","Y","N","135999","개원","20020425","","","20020425","20220508"
"강남구","학원","1000036722","대치상아보습학원","서울특별시 강남구 도곡로78길 9","/ 2층 (대치동)","입시.검정 및 보습","보통교과","보습/","보습","14","180","","Y","N","135500","개원","20020430","","","20020430","20220508"
"강남구","학원","1000036740","원탑보습학원","서울특별시 강남구 남부순환로 2936","/ 4층 403호?408호 (대치동/ 윈플러스상가)","입시.검정 및 보습","보통교과","보습?논술/","보습?논술","126","119","","Y","N","06291","개원","20020520","","","20020520","20220508"
"강남구","학원","1000036751","삼성경기보습학원","서울특별시 강남구 봉은사로63길 12","/ 2층 (삼성동)","입시.검정 및 보습","보통교과","","보습","15","70","","","","135868","개원","20020529","","","20020529","20220508"
"강남구","학원","1000036756","씨이에스학원","서울특별시 강남구 선릉로16길 6","2층(개포동)","입시.검정 및 보습","보통교과","","보습","45","273","","N","","135800","개원","20020531","","","20020531","20220508"
"강남구","학원","1000036805","대림우등생학원","서울특별시 강남구 강남대로122길 26","/ 3층 (논현동)","입시.검정 및 보습","보통교과","보습/","보습","63","255","","Y","N","06119","개원","19790924","","","19790924","20220508"
"동작구","학원","1000036820","대성학원","서울특별시 동작구 노량진로 120","/ 1층~6층 (노량진동/대성학원)","입시.검정 및 보습","보통교과","보습?논술/","보습?논술","1000","3029","","Y","N","156800","개원","19650423","","","19650423","20220508"
"관악구","학원","1000037140","원일보습학원","서울특별시 관악구 중앙1나길 2","(봉천동)","입시.검정 및 보습","보통교과","보습/","보습","720","80","","N","N","151050","개원","19821223","","","19821223","20220508"
"동작구","학원","1000037941","모스트학원","서울특별시 동작구 사당로 226","/ 3층 (사당동)","입시.검정 및 보습","보통교과","보습/","보습","483","69","","Y","N","07010","개원","19881119","","","19881119","20220508"
"동작구","학원","1000037971","꿈이찬보습학원","서울특별시 동작구 성대로 59","2층(상도동)","입시.검정 및 보습","보통교과","보습/","보습","400","50","","Y","N","156844","개원","19880415","","","19880415","20220508"
"관악구","학원","1000038322","형설보습학원","서울특별시 관악구 관악로 226","(봉천동)","입시.검정 및 보습","보통교과","보습/","보습","960","240","","N","","151810","개원","19890616","","","19890616","20220508"
"관악구","학원","1000038415","서울대보습학원-143","서울특별시 관악구 관악로40길 47","/ 1동 406호 (봉천동/ 현대상가)","입시.검정 및 보습","보통교과","보습/","보습","210","240","","N","N","08730","개원","19890905","","","19890905","20220508"
"관악구","학원","1000038519","봉천한샘보습학원","서울특별시 관악구 은천로39길 6","(봉천동)","입시.검정 및 보습","보통교과","보습/","보습","276","80","","N","N","151805","개원","19890615","","","19890615","20220508"
"관악구","학원","1000039097","씨엔씨보습학원","서울특별시 관악구 보라매로 62","/ 보라매 삼성아파트 상가동1(301호~305호) (봉천동)","입시.검정 및 보습","보통교과","보습/","보습","30","131","","N","N","151752","개원","19901016","","","19901016","20220508"
"동작구","학원","1000039541","대호보습학원","서울특별시 동작구 동작대로 43","(사당동)","입시.검정 및 보습","보통교과","보습/","보습","60","244","","N","N","156826","개원","19920813","","","19920813","20220508"
"동작구","학원","1000039567","대지보습학원","서울특별시 동작구 사당로23나길 30","/ 3~4층 (사당동)","입시.검정 및 보습","보통교과","보습/","보습","120","100","","Y","N","07007","개원","19920821","","","19920821","20220508"
"관악구","학원","1000039776","연세에듀플러스학원","서울특별시 관악구 신림로 272","/ 402호 (신림동/ 대원빌딩)","입시.검정 및 보습","보통교과","보습/","보습","1424","141","","Y","N","08778","개원","19930501","","","19930501","20220508"
"동작구","학원","1000039903","에듀탑보습학원","서울특별시 동작구 상도로15길 87","/ 3층 (상도동)","입시.검정 및 보습","보통교과","보습/","보습","252","70","","Y","N","06949","개원","19940217","","","19940217","20220508"
"관악구","학원","1000039947","세진보습학원","서울특별시 관악구 은천로 50","(봉천동)","입시.검정 및 보습","보통교과","보습/","보습","132","80","","N","N","151827","개원","19940722","","","19940722","20220508"
"관악구","학원","1000039980","상지에듀학원","서울특별시 관악구 신림로 179","/ 2층일부/ 3층 (신림동)","입시.검정 및 보습","보통교과","보습/","보습","21714","277","","N","N","08845","개원","19950113","","","19950113","20220508"
"관악구","학원","1000040050","에듀맥학원","서울특별시 관악구 인헌길 71","/ 3층","입시.검정 및 보습","보통교과","보습/","보습","80","99","","Y","N","08796","개원","19950805","","","19950805","20220508"
"관악구","학원","1000040076","신고려보습학원","서울특별시 관악구 난곡로24나길 2","(신림동)","입시.검정 및 보습","보통교과","보습/","보습","234","140","","N","N","151883","개원","19950901","","","19950901","20220508"
"관악구","학원","1000040117","필탑보습학원","서울특별시 관악구 남부순환로161가길 34","2/3층 (신림동)","입시.검정 및 보습","보통교과","보습/","보습","510","70","","Y","N","151872","개원","19950929","","","19950929","20220508"
"관악구","학원","1000040138","일심보습학원","서울특별시 관악구 봉천로 226","/ 4층 (신림동)","입시.검정 및 보습","보통교과","보습/","보습","120","60","","Y","N","08707","개원","19951004","","","19951004","20220508"
"동작구","학원","1000040147","동작대방시매쓰보습학원","서울특별시 동작구 상도로 71","2층 (대방동)","입시.검정 및 보습","보통교과","보습/","보습","24","91","","Y","N","156811","개원","19950930","","","19950930","20220508"
"관악구","학원","1000040177","김선아영수학원","서울특별시 관악구 쑥고개로11길 41","(봉천동)","입시.검정 및 보습","보통교과","보습/","보습","50","69","","Y","N","151844","개원","19951106","","","19951106","20220508"
"관악구","학원","1000040265","철학교육논술학원","서울특별시 관악구 남부순환로 1947","/ 5~6층 (봉천동)","입시.검정 및 보습","보통교과","보습?논술/","보습?논술","1194","134","","Y","N","08801","개원","19950607","","","19950607","20220508"
"관악구","학원","1000040316","서강참보습학원","서울특별시 관악구 은천로 61","110호일부/111/112호 (봉천동)","입시.검정 및 보습","보통교과","보습?논술/","보습?논술","252","101","","Y","N","151826","개원","19960118","","","19960118","20220508"
"동작구","학원","1000040329","유진보습학원","서울특별시 동작구 사당로23나길 22","(사당동)","입시.검정 및 보습","보통교과","보습/","보습","260","180","","N","N","156817","개원","19960227","","","19960227","20220508"
"동작구","학원","1000040374","서강보습학원","서울특별시 동작구 대방동27길 91","/ (2층) (대방동/대호빌딩)","입시.검정 및 보습","보통교과","보습?논술/","보습?논술","220","80","","Y","N","156810","개원","19960422","","","19960422","20220508"
"관악구","학원","1000040412","최강황샘수학보습학원","서울특별시 관악구 신림로 198","/ 5층 (신림동)","입시.검정 및 보습","보통교과","보습/","보습","270","96","","N","N","151855","개원","19960711","","","19960711","20220508"
"동작구","학원","1000040605","대한보습학원","서울특별시 동작구 사당로 231","2층 함풍빌딩 (사당동)","입시.검정 및 보습","보통교과","보습/","보습","1190","210","","Y","N","156821","개원","19970421","","","19970421","20220508"
"관악구","학원","1000040691","온누리보습학원","서울특별시 관악구 문성로16가길 43","3층(신림동)","입시.검정 및 보습","보통교과","보습/","보습","1440","180","","N","N","151898","개원","19971031","","","19971031","20220508"
"동작구","학원","1000040831","이엠올림보습학원","서울특별시 동작구 흑석로13길 9","/ 2층 (흑석동)","입시.검정 및 보습","보통교과","보습/","보습","80","96","","Y","N","156860","개원","19981128","","","19981128","20220508"
"동작구","학원","1000040917","골든벨보습학원","서울특별시 동작구 동작대로29길 63-6","/ 3층 전체 (사당동)","입시.검정 및 보습","보통교과","보습/","보습","30","75","","Y","N","156815","개원","19991019","","","19991019","20220508"
"동작구","학원","1000040974","최강수학상아탑학원","서울특별시 동작구 상도로 122","(상도동)","입시.검정 및 보습","보통교과","보습/","보습","3600","180","","N","N","156836","개원","19991223","","","19991223","20220508"
"동작구","학원","1000040992","이투학원","서울특별시 동작구 등용로 92","우석빌딩2/3층 (대방동)","입시.검정 및 보습","보통교과","보습/","보습","928","116","","N","N","156807","개원","20000304","","","20000304","20220508"
"관악구","학원","1000041076","성지학원","서울특별시 관악구 신림로 122","/ 3층 (신림동)","입시.검정 및 보습","보통교과","보습/","보습","260","81","","N","N","08839","개원","20001024","","","20001024","20220508"
"동작구","학원","1000041089","한빛보습학원","서울특별시 동작구 만양로 26","/ 건영아파트상가동 216~217호","입시.검정 및 보습","보통교과","보습/","보습","128","76","","Y","N","06918","개원","20001124","","","20001124","20220508"
"동작구","학원","1000041095","연세보습학원","서울특별시 동작구 상도로 49","3층 (대방동)","입시.검정 및 보습","보통교과","보습/","보습","584","73","","","N","156811","개원","20001206","","","20001206","20220508"
"동작구","학원","1000041121","청솔큰학원","서울특별시 동작구 만양로 12","/ 3층 좌측 (상도동/ 은혜빌딩)","입시.검정 및 보습","보통교과","보습/","보습","72","69","","Y","N","06919","개원","20010223","","","20010223","20220508"
"동작구","학원","1000041151","나무와숲보습학원","서울특별시 동작구 상도로15길 103","/ 4층 (상도동)","입시.검정 및 보습","보통교과","보습/","보습","60","92","","","N","06949","개원","20010511","","","20010511","20220508"
"관악구","학원","1000041164","명문보습학원","서울특별시 관악구 난향길 5","/ 7층 (신림동)","입시.검정 및 보습","보통교과","","보습","150","199","","N","N","151884","개원","20010618","","","20010618","20220508"
"관악구","학원","1000041167","아프로만영재보습학원","서울특별시 관악구 난향길 5","4층(신림동)","입시.검정 및 보습","보통교과","보습/","보습","24","8","","N","N","151015","개원","20010625","","","20010625","20220508"
"동작구","학원","1000041182","흑석연세보습학원","서울특별시 동작구 서달로8길 14","(흑석동)","입시.검정 및 보습","보통교과","보습/","보습","360","60","","N","N","156859","개원","20010822","","","20010822","20220508"
"동작구","학원","1000041204","여의도제이에스학원","서울특별시 동작구 여의대방로 284","2층(대방동)","입시.검정 및 보습","보통교과","보습/","보습","216","69","","N","N","156808","개원","20011024","","","20011024","20220508"
"관악구","학원","1000041262","명륜학원","서울특별시 관악구 남부순환로 1534","/ 영흥빌딩 3층 (신림동/영흥빌딩)","입시.검정 및 보습","보통교과","보습/","보습","2132","82","","Y","N","151899","개원","20020430","","","20020430","20220508"
"광진구","학원","1000041406","생명을살리는수학창의교육보습학원","서울특별시 광진구 구의강변로 106","101동 211호(구의동 삼성쉐르빌)","입시.검정 및 보습","보통교과","보습/","보습","52","85","","Y","N","143723","개원","19850911","","","19850911","20220508"
"성동구","학원","1000041471","글샘보습학원","서울특별시 성동구 뚝섬로 415","(성수동2가/ 글샘보습학원)","입시.검정 및 보습","보통교과","보습/","보습","110","70","","N","N","133827","개원","19880618","","","19880618","20220508"
"성동구","학원","1000041522","학우보습학원","서울특별시 성동구 용답중앙길 43","2층 (용답동)","입시.검정 및 보습","보통교과","보습/","보습","161","84","","Y","N","133849","개원","19880330","","","19880330","20220508"
"성동구","학원","1000041597","수학클리닉학원","서울특별시 성동구 장터길 23","/ 3층 (금호동3가/ 세도빌딩)","입시.검정 및 보습","보통교과","보습/","보습","40","70","","Y","N","133807","개원","19880803","","","19880803","20220508"
"광진구","학원","1000041624","성신에듀학원","서울특별시 광진구 자양로22길 24","3층일부 (구의동)","입시.검정 및 보습","보통교과","보습/","보습","510","53","","Y","N","143826","개원","19881011","","","20110817","20220508"
"광진구","학원","1000041690","청람보습학원","서울특별시 광진구 용마산로 100","(중곡동)","입시.검정 및 보습","보통교과","보습/","보습","172","90","","Y","N","143895","개원","19891129","","","19891129","20220508"
"광진구","학원","1000041715","상명보습학원","서울특별시 광진구 자양로 181-1","/  1/2/3층 (구의동)","입시.검정 및 보습","보통교과","보습/","보습","59","115","","Y","N","05024","개원","19890504","","","19890504","20220508"
"성동구","학원","1000042122","유일한수학학원","서울특별시 성동구 성덕정길 81","/ 3층 (성수동2가)","입시.검정 및 보습","보통교과","보습/","보습","225","88","","Y","N","04775","개원","19890911","","","19890911","20220508"
"광진구","학원","1000042155","조이학원","서울특별시 광진구 면목로 137","/  2층 일부 (중곡동)","입시.검정 및 보습","보통교과","보습/","보습","40","77","","Y","N","04907","개원","19840709","","","19840709","20220508"
"광진구","학원","1000042480","동부대일보습학원","서울특별시 광진구 영화사로 32","(중곡동)","입시.검정 및 보습","보통교과","","보습","408","120","","Y","N","143888","개원","19890124","","","19890124","20220508"
"광진구","학원","1000042513","우경보습학원","서울특별시 광진구 면목로 190","(중곡동)","입시.검정 및 보습","보통교과","","보습","5","76","","N","","143902","개원","19920630","","","19920630","20220508"
"성동구","학원","1000042539","유일한수학웰이스턴영어학원","서울특별시 성동구 고산자로 132","(응봉동)","입시.검정 및 보습","보통교과","보습/","보습","60","81","","N","N","133852","개원","19921105","","","19921105","20220508"
"광진구","학원","1000042575","강북전문가집단보습학원","서울특별시 광진구 용마산로 111","4층(중곡동)","입시.검정 및 보습","보통교과","보습/","보습","60","114","","Y","","143884","개원","19920504","","","19920504","20220508"
"광진구","학원","1000042857","엘림보습학원","서울특별시 광진구 천호대로 616","3층일부 (능동)","입시.검정 및 보습","보통교과","","보습","27","50","","Y","N","143849","개원","19950725","","","19950725","20220515"
"광진구","학원","1000042865","GMstudy학원","서울특별시 광진구 아차산로 494","(광장동)","입시.검정 및 보습","보통교과","보습/","보습","42","75","","Y","","143814","개원","19950725","","","19950725","20220508"
