Review Text
"Halle Bailey's singing and acting was spectacular, loved the new songs written by Lin-Manuel Miranda. And, the Aator who played Prince Eric had the voice of a Angel. Loved the storyline and the costumes. The costume designer will definitely win several awards this year. I have already seen it 2 times (once in 3D). I plan on seeing it  again and again before it leaves the theaters. Love this Movie!!!"
One of the best movies everrrrre
cute movie with amazing visual effects
We were blown away! We absolutely enjoyed  all your services..thank you
Overall loved the movie but the Ursela interactions were a bit scary for young kids. The little girl next to us put her blanket over her head!
The Little Mermaid was Fabulous! The movie just drew you into the show and what was happening to the Mermaid! Great Movie!
Loved it!  It was perfectly made and depicted the original to a T!
My granddaughter and I loved the movie.
Best part was Javier Bardem!! Didnt need all the extra songs by Eric. Way too long!!
This movie is AMAZING!!! Brought me right back to my childhood!! Halle was INCREDIBLE and executed her role as Arielle PERFECTLY!!! Representation matters!!! Definitely a must see!!
"Not what I was expecting, killed my fav childhood cartoon."
I loved this movie. Definitely brought up memories of me being a child watching this movie with my parents. I  loved to see the diversity in all the characters presented in the movie. Amazing
Halle was born for this role. She absolutely killed it. The movie stuck true to the original story but provided a fresh and modern take. Melissa as Ursula was also more than I could’ve asked for! Job well done!
Great remake Halle first time on the big screen did not upset!!
"really liked the special effects and the new song by scuttle, Ursula death was a little scary for young children"
My daughters love the move. Me either I cry like a baby remembering when I was young watching the mermaid
"This new incarnation of  Disney favorite was beautifully made. The animations were colorful and vivid, although I could see why some could be put off by the realistic animal depictions. Flounder doesn't look as cute and childish here, but the spirit of the story is still there. Hailey Baley has an amazing voice and did justice to the lyrics and songs of the past. Prince Eric was perfectly cast, as he looked like someone just used AI to humanize the cartoon version. 
Melissa McCarthy rocked as Ursula.
Great experience at the theater and only adds a different and rich dimension to the classic cartoon version."
Loved the movie from being and especially the end. Well made Disney
"I loved the movie. The actors were great, the singing was magnificent"
"Thoroughly enjoyed it.  Kept my interest the whole time and the actors were fantastic, especially Halle Bailey and Melissa McCarthy."
The casting was absolutely incredible. A must see for the whole family!
"Wonderful story telling, great action, just a great movie for the whole family"
Great cast. I’m was AWESOME
I loved the entire movie start to finish! The acting was amazing the music was wonderful it was just an overall great movie
"It was sooo cute the CGI was crazy cool and the new songs Ariel sang were beautiful, I honestly prefer this new movie than the original."
Wonderful movie.  I thoroughly enjoyed!!
"Its a wonderful movie, makes me cry, at the end with her father scene,, very pretty and well performance and special effects."
Great beautifully done
"The movie was done well. Halle Bailey did phenomenal for her first acting gig and her voice is undeniable. The animation was pretty cool, it was an updated version of our classic Little Mermaid and they did the job. It was very nostalgic and also Melissa McCarthy is amazing as always. It did slightly have me at the edge of my seat when the action started to happen and my 5yr old little boy said he enjoyed the movie so plus plus from us!! CONGRATULATIONS HALLE!!!!!!"
The movie was giving me original lion king vibes with the color and animation. I lovedit a lot!!!
I loved everything about it! Melissa Mcarthy as Ursula stole the show
Cinematography was outstanding as were the musical  performances.
Great performances and fun to watch.
"We enjoyed it! Loved the comedic tone Ursula, Sebastian and Scuttle. Well done for a Disney live action."
I loved the diversity of the characters and how closely it matched the original movie.
"Richly colored, good storyline generally, nice entertainment for a few hours.  Movie was a bit long, though!"
Love Disney movies but the singing was subpar
I loved it it was funny special effects were awesome very beautiful colors all throughout the movie kept you watching the screen highly recommend watching it
"Enjoyed the movie very much! It entertained various ages, had wonderful music, and well casted roles."
took my grandmother to see it since she always put the original on for me as a kid and it was just a great time
"It was a beautiful movie, I was thoroughly engaged emotionally. I am glad new generations will grow up with this film."
Omg i loved everything about this movie it was fabulous.
Second time watching the little mermaid. This time was in 3D and i loved it even more than the first time! I thought i’d bought 4DX tickets but I guess not. I’ll have to watch it again in 4DX. Definitely a must see!
Excellent movie. I was moved by Halle Bailey's performance. She was the perfect choice. All of the cast did a wonderful job.
"Loved it. Wasn’t sure how it would compare to the original, but it was (date I say) better. Loved all the additions."
"The under the sea song was botched from the original. They didnt improve on it like they have in other live remakes and instead they took away the amazing full choir feel of it. Halle was great as little mermaid and I loved that some things were clarified in the live version like the sirens voice and how Ariels friends are helping her to get true loves kiss etc. But the climax was ruined for me when Ariel had to be the one to kill the sea witch instead of Eric in the original. To me this would have tied it all together to show Triton that not all humans are bad and that they worked together. Overal I felt the movie was meh and could have really blown some things out of the water but as usual per lately, they are missing the mark."
Loved it!!  Action packed and just a great movie.
My daughters and I enjoyed every minute of this movie
Excellent performance by Halley Bailey
The little mermaid captured all the emotions of the original and brought them to real life. Halle Bailey not only had the singer chops but the actress chops. She gave real life Disney princess and made the move spectacular.
The story was too drawn out and the characters were completely different from the original. Would not recommend at all. Its a movie you can watch at home when it releases.
"Very sweet telling of an old Disney movie. Loved Halle Bailey! It also had a Bridgerton feel - several supporting actors were familiar. All in all, great movie for the whole family."
this movie was very entertaining for children and adults worth every penny I spent on my family this weekend.
Great movie!! Must see! I think it was beautifully adapted to live action!
such an awesome movie!!
"they did put effort to make the movie, but my daughter lost interest in the first 15 mins. we laughed in some parts but over all, nothing special. So sorry for the actress but I prefer my original red hair beautiful Ariel"
"Disney did an excellent job remaking this movie. 
My whole family enjoyed it. Disney modernized it without going post pandemic crazy."
One of the best remakes Disney has done! Very entertaining and shed a tear at the end 🥲My daughter and I enjoyed it!
"Great movie, Disney did Great job. Beautiful ❤️❤️❤️"
Absolutely amazing. The show was so well done… I would definitely watch it again.
Amazing movie! The animation was outstanding
Well worth watching! Best remake of a Disney Movie!
"It was beautiful! The ocean colors, entire location sceneries was simply gorgeous! The singing, humor, and the positive storyline.  I loved all of it!!"
"SO WELL DONE! Halle was incredible, and she brought so much the role and movie even when her voice was gone. GREAT FILM!"
I thought it did justice to the original and the singing was awesome!
It was a great and was a politically free movie.
This is really a movie for kids to see they will really enjoy it very much my kids loved it and wants to go back to see it again.
"Loved the animation and the realness of the movie vs the old movie. Great songs, great actors. It is a must see for the entire family."
The movie was okay. It wasnt what I expected it to be.
Awesome movie! We loved it so much. Ariel was incredible and oh what an amazing voice. We just loved every single minute of it. It was so colorful and my little one enjoyed it
I loved everything Halle was amazing as well as the reat of the cast. It was exciting and fun to sing along with
It was great! It made me feel like a kid again and feel all of those nostalgic feelings. It was my daughters 1st movie and we watched it with Nana! They did a perfect job.
liked the diversity of the characters
I loved it so much it was so beautiful though the lighting was a bit too dark at times the movie was still amazing! I can’t wait to watch it again!!!!! Love Halle and Jonah’s performance and I’m hoping for a sequel!!! 💙
"It was good. Loved the music, & that Prince Eric had a song.  This version has Ariel calling King Triton ""father"" instead of ""daddy"" & they omitted the line ""But daddy, I love him!"", which is a bummer.  Also when daddy destroys her treasure trove, instead of clutching Prince Eric's face from the statue, she clutches his hand.  I thought they could have stayed truer to the wedding, as well. But I liked it, & my grand babies liked it!"
Much much better than the critics would have you believe. Everyone gave a fantastic performance. 5/5.
"Outstanding acting, and singing.
Special affects were amazing"
"The movie was great, interesting and funny. I loved it. This a great movie for the family."
Overall liked the movie a little boring and drawn out in the middle.
We loved it! One of the best family movies we have seen in a long time! The characters and theatrics were amazing!!
"This movie was an emotional ride, and I was enjoyed every minute of it."
It was awesome and it just made me remember how magical it was to see the original little mermaid
I loved the movie 😍
"Followed the original movie, and the animation was amazing! Loved it!"
I didnt like how the order of things was switched up. I didnt like how Eric didnt seem like a prince and they changed so many characters. I didnt like the changes of songs and the added rap song. I did however enjoy Ursula and thought Melissa McCarthy was amazing. There were a few added scenes that were funny that I enjoyed. Overall it was okay but definitely wasnt my favorite Disney remake.
Row E seat 17 doesn’t recline. The movie was amazing but we paid for a recliner seat and it doesn’t work
It was very cool to see the real people interacting with the computer generated characters.
The lessons throughout the movie and Halles raw talent.
"The Little Mermaid 3-d animation was beautiful.  The movement of sea life during Under the Sea was beautiful.  You could see the dedication and collaboration with the Alvin Ailey Dance Troupe. The signing was wonderful. Ursula was the ultimate villain. Kiss the Girl was true to the original. Great vision, great production."
Halle Bailey was superb and has a wonderful voice. Realign an animation mix was excellent. Brought a tear just like the original movie.
Awesome awesome. Halle we love you.
This movie was excellent! Quality animation and chole is a star! Everyone did a great job keeping it familiar but brought something new to it. Great watch
I loved it! Run to see it!
"Overall it was good, mostly stuck to the original movie. Felt more adult than kid movie. Took 4 year old and she liked it, but some of the witch scenes could be frightening to younger kids."
That was the worst Disney movie Ive ever seen.
"Very entertaining movie, visually stunning, great acting and great music. Not disappointed at all. Would definitely recommend."
Fabulous and heartwarming
"3D was awesome, great choice of actors and voices to play the characters in the story. Time well spent."
"Loved  The Entire Movie  
I just didnt like that they didnt have Many 
Little Mermaid Buckets  to Buy. 

They are Beautiful 
But Sold Out."
She was marvelous as good as it gets
Beautiful and wonderful movie
Sent out a great message on equality
Amazing movie! Brings back childhood memories.
"Too long, not good for younger kids"
"I liked Melisa McCarthy, Halle Bailey over acted. Too much singing."
5 stars doesn’t even begin to say how much I loved this movie.  It broke the star rating by a long shot!  A must see indeed!
It was beautifully made and extremely entertaining.
This adaption of the Animated version of  “The Little Mermaid was absolutely the best live action adaption Disney has done in a long while. Halle was simply awesome her voice is God’s gift to her and us. The whole cast  and cinematography was top notch. Kudos to Rob Marshall and Lin Manuel Miranda for their insight and daring to bring this film to families all over the World. Thank You !
"We loved the movie, it was a great remake.  The effects for 3D were fun and the new music was nice.  Scuttle the seagull stole the show!  Ariel was wonderful and so was Eric, a lovely match."
This is an Excellent live action remake of the original animated movie!
"If you’re a little mermaid fan you’ll enjoy it, Halle did a wonderful job as Ariel."
Made me cry and my daughter was so into it. Disney really nailed it here.
i like everything about it
I loved everything!!
"LoveTrue to the original little mermaid story. Great cast. The CGI may not haves been at its best, especially for Disney, but overall pleased."
"Absolutely loved Halle as Ariel, her voice was beautiful and she captured Ariels sweet and innocent personality. I loved the chemistry and bond they built between her and Eric that the animated version was lacking."
Great movie! Love this Disney princess! Loved her voice it was so beautiful
Me and my daughter loved it!!!
I liked how life-like it was.
"Movie was done well, really enjoyed it."
Fantastic! Ariel was kind and ambitious! Prince Eric was a dream! And Sebastian is amazing and hilarious! The only thing I disliked the name change of the sisters! Should of kept it all As haha
Great family movie!  Enjoyment for any age.
Really great adaptation of the original. Casting was fantastic!
Beautiful animation and the singing is unmatched
"The original was oh so special and this remake is even more magical! The music, the lighting affects, the fabulous acting, the humor and especially the live action sea creatures and birds made me want to sing myself. This is a beautiful production!!"
Not worth going to the movies for.
WE ABSOLUTELY LOVED IT!!!!!♥️♥️♥️♥️♥️
As an adult I thought it was good. The scenes and special effects were quite amazing. Melissa McCathey was outstanding. Kids loved itespecially the girls.
Amazing!!!! So so well done! The way they incorporated different cultures was perfection. Must see!
"Beautiful movie, great cast!"
Halle Bailey was born to play Ariel. Thye whole cast was awesome. I got caught up emotionally in the story and it never let up.
Halles voice was otherworldly and I was pleasantly surprised by her acting. A nice variation on the original.
well done and the effects and colors were great...
very emotional and pretty spot on to the first original little mermaid
"Looking at this movie objectively, it was a good movie. as someone who thoroughly enjoyed the cartoon, this adaptation is good. it's not scene for scene and it has more songs added to it, but it's ok. The singing was great, and my daughter didn't fall asleep. (always a plus)"
Incredible.  The music was fantastic. The actors were well chosen.
Excellent movie for adults nd children!
This was a beautiful remake. Halle Bailey and Melissa McCarthy really made this movie. I thoroughly enjoyed it.
"Love love, great job. Nice to sing all the old songs with my daughter!"
"Wow, I will be back this Saturday to see it with my Son. Just awesome!"
Great movie! I cried 3 times. Brought me back to the very first time I saw the animation
"It was such a great movie! The acting, singing & side effects might watch again"
"I really liked how this went a bit more into detail with Eric and Ariel yet was funny and entertaining for my kids 4-15! Ursula was also terrifically  cast and performed, my kiddos were fine and liked her (they are easily scared too)- just a reminder shes there and not all kids are into villains but we all thought she was wickedly wonderful! Cant wait to buy it when it comes out!"
Very good and great special effects everyone loved it
"Very true to the original animated movie, minus a few new songs and new scenes. Beautiful animation and overall delightful movie."
My girlfriends and I loved this movie.  The digital art use for this film was amazing.  The underwater scenes were so well done and realistic.  I would love to see how they made this film. Melissa McCarthy was fantastic as the sea witch. Halle Bailey was a perfect Ariel and her voice was beautiful.  We plan on going back to see it in 3D next week. Congrats Disney on another amazing hit.
Very sweet and funny with a beautiful voice
"This was a great movie, I especially loved Halle Bailey as Ariel! Definitely a must see"
Loved how this stayed mostly the same as the original! Great movie!
I loved everything about the movie
"Started slow, but picked up and very true to story. The story line was exactly new and carried very well. Love it. Hope there is second part?"
Loved the cast and the fact it was live action. Very well done.
"A tremendously moving and heartfelt movie showing sentiment, romance, a little bit of danger and meaningful feelings and intermixed with fantasy elements.  Walt Disney would be incredibly proud on his 100th anniversary for this movie to become live action even though the cartoon version was very good.  The music, singing, songwriting and songs were so wonderful and Im glad that they were preserved from the original cartoon release version."
"I loved this, my 9 year old daughter looked at it with such admiration in her eyes to see a girl that looks like her in a main role in a fantasy movie."
"Good cast and singing talent, overall not as entertaining as expected, skip the 3D experience, not worth it. Original is best."
Loved it!  The storyline was pretty much like the classic animated movie.
Loved the acting and the songs
I love it !!! Nice movie
"I LOVED this movie, I feel it was better than the animated version of the little mermaid."
Really liked this live action version. It had some new things in it that the original didn’t and I enjoyed that.
Well-produced movie with excellent special effects. Good human and voice acting. Recommended for slightly older children because little ones may get impatient with the love story.
"This movie is a beautiful new take on the original, and the scenery, acting, cinematography and everything in between are all incredible! I cried, I laughed, and I was smiling the whole time. 10/10, would recommend!!"
The movie was perfect!
Great movie.  I cried and so did my sister.  The scene where her Dad let her go.......oh how touching!!
I loved the two leads and the music!
What a beautiful movie to see. I loved it!!
The visual was very dark and could have been brighter.
Familiar and true to the original Disney version but fresh and enjoyable. Amazing integration of live action and animation. It is definitely worth seeing.
too long. new attempts at the original songs didn't match up.
It was a fresh spin on a beloved classic. The theme and setting were perfect for the storyline. Loved it.
"Halle Bailey was truly spectacular as Ariel, loved it!!"
There was nothing to dislike the movie was phenomenal. We have an awesome time out this afternoon.
"I loved the new spin on the live action of the character and the movie, I can't wait until I can buy it and add to my collection"
"Slow needed different Ariel, Eric and Queen.  Seawitch stole the show.  Didn't need a rap song."
The visuals were amazing & the expounding on the storyline was great!
"Loved this movie, better than expected."
My daughter loved this movie! I recommend to all parents.
"Loved the movie, didn't feel like it was 2 plus hours long. Just beautiful."
Love the movie. Happy tears at the end.  Movie was a little too long for my 4 year old granddaughter.
"This movie was fantastic! The Little Mermaid was one of my favorite movies as a little girl, and they did it justice and then some! The visuals were amazing, Halle Bailey was EPIC, and Daveed Diggs was FANTASTIC! The original songs by Lin-Manuel Miranda refreshed the classic and made it relatable. I want to see it again!"
Great family movie. Loved Ariel !
"The changes made add to the overall story in a positive way, they managed to give both Ariel and Eric more character depth, and everyone in the film nailed their roles."
The movie was pretty good. My only issue was the casting. Eric looked twice Ariel's age lol
As good as the original classic
"Prepare to be swept away on a breathtaking journey beneath the waves as Disney's latest cinematic gem, The Little Mermaid, captivates audiences with its timeless charm and visually stunning cinematography. This enchanting adaptation of the beloved classic tale breathes new life into the depths of our imagination, reminding us of the magic that lies within us all.

One cannot help but marvel at the impeccable cinematography that transports viewers to an underwater wonderland. From the vivid coral reefs to the ethereal mermaid kingdom, every scene is crafted with such meticulous attention to detail that it feels like a living, breathing work of art. The vibrant colors, the fluid movements of the characters, and the awe-inspiring visual effects make it an absolute delight for the eyes. Director Rob Marshall's vision is brought to life with such finesse that it is impossible not to be completely immersed in this fantastical world.
But beyond its stunning visuals, The Little Mermaid delivers a powerful message that resonates deeply in today's society. It dares to challenge the prejudices that persist in our world, reminding us of the importance of acceptance, inclusivity, and celebrating our differences. The casting of Halle Bailey, a phenomenally talented young African-American actress, in the role of Ariel is a bold and progressive move by Disney. Bailey's portrayal of the iconic mermaid is filled with grace, strength, and undeniable talent, shattering stereotypes and proving that diversity can only enrich the storytelling experience.
It is disheartening to see some individuals succumb to prejudice and racism, expressing their displeasure at a beautifully diverse cast. However, it is important to acknowledge that this new rendition of The Little Mermaid is a reflection of the world we live in, celebrating the diversity that exists in our society. Rather than dwelling on such negativity, let us applaud the film for its willingness to break barriers, inspire young minds, and foster a sense of unity among its viewers.
The music in The Little Mermaid is another standout aspect that deserves praise. The timeless melodies that have become synonymous with the original animated film are reimagined and beautifully reinvigorated. The talented cast, led by Bailey, delivers powerful vocal performances that breathe new life into these beloved songs. It is an auditory treat that will have you singing along and humming the tunes long after you leave the theater.
Ultimately, The Little Mermaid is a cinematic triumph that seamlessly weaves together stunning visuals, a diverse and talented cast, and a poignant message of acceptance. It reminds us that our differences should be celebrated, not feared. This film has the power to ignite conversations, inspire change, and leave a lasting impact on audiences of all ages.
Let us embrace the magic and wonder of The Little Mermaid, and let its powerful message serve as a reminder that love knows no boundaries and that our world is at its best when we stand united, celebrating our diversity."
"A heart-warming, family-friendly musical that celebrates diversity, forgiveness, and understanding. Some scary moments are not for small children."
It was excellent! Very realistic. There were a couple of changes from the cation version. But it really lived up the the hype. Chloe’s singing was the highlight. That lady has some pipes on her.
"FANTASTIC MOVIE! I really did not know what to expect, but this is by far the best Disney remake. Perfect casting!!! Go and watch, you will not be disappointed."
I love it so much. Halle did her thing.
Halle and the entire cast did an amazing job with this film. I really enjoyed TLM!
The casting. The scenery. The music. All amazing!!! A must see 💜🩵🧜‍♀️
I loved the spin on this classic movie. The characters were amazing!
Pretty good Movie not a must see for me. But I babies enjoyed it!!! I’d watch it again
"The movie is beautiful from start to finish. The quality of the acting, the cinematography, the songs ... everything was perfection!"
Absolutely loved it!! Beautiful scenes.
We really enjoyed this remake! Loved how they didn't deviate from the original script. I think they did a great job! Thumbs up for my family and I!
Good movie that was same as animation but had different scenes at time.
"I loved the story, the music, all of the characters. It was beautiful!"
Ariel was so pretty and sounded beautiful! We loved the movie!
"Great movie, the original details"
"The movie was awesome,  beautiful graphics"
"The animation and colors were amazing.  I took my 4 yr old granddaughter.  She got scared,..we left a bit early."
"The animation, music and story were all amazing."
"Keeps a lot from the original animated film, but also expands on some things and changes it up just enough to keep it exciting and from being an exact copy of the original film. Very fun movie, great music, and beautiful visuals. Great for fans who grew up with the Little Mermaid and young kids just being exposed to Ariel."
Sooo awesome really great seeing the diversity
My wife and I loved it! A fun movie for all ages!
my nices love the movies
Little details that made movie special and different from original. Great singing by Ariel. Good humor
it was pretty much a scene for scene remake of the cartoon movie.
So adorable  brought back so many wonderful memories watching it as a kid! Loved the add on original songs as well! Loved it!
AMAZING MOVIE! MUST SEE
"i absolutely adored the movies, the characters, the songs, the way they played the part was all amazing!"
"Really good! Great visuals and Halle was amazing. Loved how you could see so much emotion in her facial expressions, she really brought you in. Now I want to live under the sea lol."
Excellent movie.  Our family loved it.
Halle did an amazing job!! And Melissa McCarthy was amazing as well!
"My wife claims it’s better than the original, but as someone who was raised in the 90s I would say there equally matched."
It was a really great movie. The music and the looks were really well done.
"I absolutely loved it and the bar was high for me since I saw the animated version in theaters when I was five. Halle was incredible as Ariel, and Eric, Scuttle, and Flounder were all standouts I did not see coming.  Again, I am just completely blown away by Halle. She was perfection."
Best remake Ive ever seen!  I absolutely loved it!!!
it was incredible! halle was spectacular and nobody and i mean NOBODY couldve EVER played the little mermaid better. she brought her to life. i LOVED this movie
"I dont like that Ariels hair was not red lol 
Thankfully it didnt ruin my fav childhood movie because it follows a different flow. 10/10"
"Too too long, lacked the magic that you'd expect. Visuals are cool, and Haile is beautiful and lovely voice. Kids in theater  were BORED!"
Wonderful experience
"Beautiful flowing and colorful story that draws you in ! The characters are so real to us! The caring but overprotective father, curious adventurous lovely Ariel and her best friends Sabastian the crab and the bird who keep us laughing!!  This new version will keep every age person entertained and is by far the best!"
The movie was made for todays audience and reflected what our society truly looks like. The music and cast was great!
"I've waited years to see this. I wasn't disappointed. Loved it !! Great Acting, Awesome Script, Amazing Directing"
"A very well made adaptation of the original. If you've liked the other live action Disney remakes, you'll love this one just as much. Halle did a fantastic job as Ariel"
"This movie is stunning visually and the cast is brilliant. I watched it with my 6-year-old the first time and it did not go well due to the movie length. However, went and saw it a second time just by myself and it was incredible! Cannot wait to watch again."
"Haileys performance was absolutely incredible.  I cant speak enough about how she connected to the audience with her beauty, inquisitiveness and talent.  I also LOVED the fact that the movies was very inclusive and diversified.  Representation of what the world really looks like."
Liked the beautiful colors  in the sea and the story line
"The movie was excellent , I really enjoyed myself"
AMAZING AMAZING AMAZING!  I couldn't help but tear up at part of your world. Halle handled this with such grace and beauty simply stunning. her voice is indescribable. the cultural blending of characters spot on.. how we should live in this world
Awesome storyline and graphics
Was Soooo good and sooo Disney Well Done
I loved what they did with this! I grew up with the original (one of my favorites) and I was worried. Both me an dmy 9 year old ending up LOVIING it!
"I was impressed by the adaptation of this film to 3D which reminded me of the Avatar release I saw last year. The cast was diverse, it featured a couple of new songs, and we were thoroughly entertained throughout the movie. A little boy even ran up to the screen to pet the dog because he thought it was in the same theater! My 9-year old was scared at the end during the Ursula fight scene but because it was SO realistic. Overall this movie was spectacular!"
Heartwarming love between father and daughter. Love at first sight was sweet. We loved it
"Musical lots of singing. Very long but needed to be. Don’t know why they mentioned Erik’s questionable family ties but didn’t expand on it, makes more sense to take that out. Overall very good"
"Very cute remake. Close to the original with a few surprises scattered about and some new musical numbers. My kids enjoyed it and sat through the whole movie. The characters were given refreshing and modern updates from what we saw in the 90s while keeping close to the classic movie we all loved. I do wish the main character, Ariel, made more of an effort to communicate despite being unable to speak (as she did in the original cartoon movie). It would have made the story more believable. Still, bravo to Lin Manuel Miranda for bringing this fairytale back to new life. Well done."
loved this classic film reimagined
The movie was beautiful Halles voice literally shook my soul
Very cute movie. I really enjoy it. Everyone had amazing vocals and it kept me entertained. I would suggest watching this movie with an open mind and to not compare it to the original. Overall highly recommend to watch. Its a definitely a feel good movie.
"Loved the entire movie, cast was awesome!"
This movie brought my innocence back. It was a beautiful recreation and I am glad that I had the opportunity to see it.
It really brought the story to life! I liked the new songs. Aqua fina was hilarious!  Thoroughly loved it!
"Halle ate DOWN okay rent was DUE!!! This was my second time seeing it, I absolutely loved it."
It’s a 10. Would recommend it!
"Such a joyful movie, transported me right to my childhood, Halle Bailey is my new Ariel 🥳☺️"
Amazing movie great adaptation
"I absolutely loved the entire movie, but the movie cut off during the screen time and they had to start it over."
Loved it!!! Loved every single actor choice. I don’t have any complaints. This was my favorite movie as a child in 1989 and it’s still a good one today!!!
I mean absolutely breath taking! I'm in complete bliss! Halle just set the bar for african american girls all over the world! NEVER STOP DREAMING!
It was hard to see parts of the film in the underwater scenes.  It was a blur even wearing the 3D glasses. My granddaughter enjoyed it though.
I love that they made this a cultural diverse movie❤️
Didn't really watch it as a kid like it was my favorite movie but I remember key parts and it seems like it on point. The movie gets 5 stars.
This movie was SO beautifully done! We loved it so much and cant wait to see it again. It had all of the original moments and the added bonuses were perfect!
Loved everything props to Melissa McCarthy for Ursula role and Halle they did this movie justice
Great movie. Missed a good part when I had to take my niece to the restroom. Will watch again.
It was Beautiful and had wonderful messages.Daughter and I saw the movie twice. Halle voice is amazing I had goosebumps.
It’s not perfect. But what actually is? Make you believe in love.
"it was pretty great, one of the better reimagined disney movies, but some of the scenes were a bit choppy but you can totally ignore it for the chemistry of the characters and their personalities that they bring. pretty great id even see it again"
"I liked the beautiful colors, sea life and the singing and dancing scenes. Over all the adaptation was ok.
I disliked the over use of CGI and that there were not many familiar actors/actresses."
"Beautiful acted and uplifted. Charming until the last scene which was phenomenal,  different than the OG animated scene and brought  me to tears. Instant elevation from four stars to five stars. Excellent film"
Well done! The acting and singing were really good and was glad it was live-action. I enjoyed the new Scuttlebutt song a lot.
I loved it!!!!  Im so glad I didnt listen to negative Nancys and miss out on seeing this wonderful movie with my family!
Great cast and funny.
It was what I hoped for while still adding unique twists on the classic.
It was very well done and seeing it with real live actors makes it much better that the cartoon version.
It was visually stimulating!
"Absolutely loved this movie. What Disney and Halle Bailey did was magical, simply amazing. So much fun. Music was wonderful."
"Absolutely fabulous! I had tears in my eyes the whole time. I felt 6years old again, just as in love with the story as I was as a little girl walking around singing all the songs. The movie was wonderfully done and the casting was spectacular! I loved everything about it. The movie was wholesome and relatable now. I felt even more connected watching this version. Go see it with your children its so worth it."
Loved the cinematography as well as the singing!  Halle did an amazing job as Ariel!!!
Amazing move!!! I absolutely loved the music. Acting was superb. Definitely worth another watch!
I was ten years old when the original Little mermaid come out. I remember watching it on the big screen with my mom & siblings. Im thrilled to relive the experience again with my children.
It was a great way to see ourselves as brown people being represented. This allows our children to see themselves in these characters and know that we all have a place in this world.
"Very good movie, loved the added songs. Took me back to my childhood."
"One of the most exciting well put together cast I ever experienced, Halle Bailey was beyond beautiful as Ariel, such a.amazing acting skill as a mermaid and her voices was extremely beautiful  Will be seeing it for a second time,"
Absolutely loved it!
Loved the 3-D feature.
Absolutely amazing. This young lady not only has an outstanding set of pipes but she is also a great actress. The story followed the same plot as the animated original and any deviations only enhanced it further. I was not disappointed.
