danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.606,0.857,8,-2.916,0,0.0302,0.344,0.000933,0.15,0.825,98.054,audio_features,0Sqh9dVJMFJRwz4K0jeoOR,spotify:track:0Sqh9dVJMFJRwz4K0jeoOR,https://api.spotify.com/v1/tracks/0Sqh9dVJMFJRwz4K0jeoOR,https://api.spotify.com/v1/audio-analysis/0Sqh9dVJMFJRwz4K0jeoOR,161691,4
0.448,0.807,8,-4.207,1,0.0663,0.000628,0.541,0.116,0.113,199.929,audio_features,57HNTVH3qpDVOGEzFB1dda,spotify:track:57HNTVH3qpDVOGEzFB1dda,https://api.spotify.com/v1/tracks/57HNTVH3qpDVOGEzFB1dda,https://api.spotify.com/v1/audio-analysis/57HNTVH3qpDVOGEzFB1dda,252116,4
0.54,0.926,2,-2.977,0,0.0526,0.0105,3.81e-05,0.381,0.445,108.02,audio_features,46cWr45cjDcXEQpkYp9jFT,spotify:track:46cWr45cjDcXEQpkYp9jFT,https://api.spotify.com/v1/tracks/46cWr45cjDcXEQpkYp9jFT,https://api.spotify.com/v1/audio-analysis/46cWr45cjDcXEQpkYp9jFT,335289,4
0.518,0.828,6,-5.474,1,0.0434,0.00674,0.326,0.198,0.486,124.005,audio_features,437CZPz3PTVkbMONkEcgDX,spotify:track:437CZPz3PTVkbMONkEcgDX,https://api.spotify.com/v1/tracks/437CZPz3PTVkbMONkEcgDX,https://api.spotify.com/v1/audio-analysis/437CZPz3PTVkbMONkEcgDX,243873,4
0.557,0.772,0,-5.068,1,0.0304,0.000318,0.00234,0.176,0.324,99.967,audio_features,1NrfEZrNm0Dq8ulfYMxwSc,spotify:track:1NrfEZrNm0Dq8ulfYMxwSc,https://api.spotify.com/v1/tracks/1NrfEZrNm0Dq8ulfYMxwSc,https://api.spotify.com/v1/audio-analysis/1NrfEZrNm0Dq8ulfYMxwSc,234867,4
0.694,0.801,9,-4.503,0,0.0441,0.00124,0.0,0.479,0.646,119.969,audio_features,2WgyOP8Z1D6GQYumCwH4Dk,spotify:track:2WgyOP8Z1D6GQYumCwH4Dk,https://api.spotify.com/v1/tracks/2WgyOP8Z1D6GQYumCwH4Dk,https://api.spotify.com/v1/audio-analysis/2WgyOP8Z1D6GQYumCwH4Dk,249280,4
0.883,0.466,11,-11.528,0,0.0487,0.0383,0.0333,0.284,0.558,117.014,audio_features,1XLPk9vj45rK2pbnurZ0Wi,spotify:track:1XLPk9vj45rK2pbnurZ0Wi,https://api.spotify.com/v1/tracks/1XLPk9vj45rK2pbnurZ0Wi,https://api.spotify.com/v1/audio-analysis/1XLPk9vj45rK2pbnurZ0Wi,206840,4
0.822,0.318,10,-12.391,1,0.0575,0.493,0.0128,0.11,0.138,102.998,audio_features,6G8kHiVZ1jW7vHMPVRNZU0,spotify:track:6G8kHiVZ1jW7vHMPVRNZU0,https://api.spotify.com/v1/tracks/6G8kHiVZ1jW7vHMPVRNZU0,https://api.spotify.com/v1/audio-analysis/6G8kHiVZ1jW7vHMPVRNZU0,245787,4
0.794,0.653,7,-7.839,1,0.104,0.0489,4.88e-05,0.1,0.397,117.996,audio_features,3BtuIIrQlkujKPuWF2B85z,spotify:track:3BtuIIrQlkujKPuWF2B85z,https://api.spotify.com/v1/tracks/3BtuIIrQlkujKPuWF2B85z,https://api.spotify.com/v1/audio-analysis/3BtuIIrQlkujKPuWF2B85z,263373,4
0.713,0.601,1,-9.838,1,0.109,0.408,0.501,0.101,0.069,109.031,audio_features,2DmfJbNRnT38UgpxMKi3G2,spotify:track:2DmfJbNRnT38UgpxMKi3G2,https://api.spotify.com/v1/tracks/2DmfJbNRnT38UgpxMKi3G2,https://api.spotify.com/v1/audio-analysis/2DmfJbNRnT38UgpxMKi3G2,179061,4
0.669,0.419,1,-6.724,0,0.522,0.376,0.0,0.187,0.0397,109.813,audio_features,3s7MCdXyWmwjdcWh7GWXas,spotify:track:3s7MCdXyWmwjdcWh7GWXas,https://api.spotify.com/v1/tracks/3s7MCdXyWmwjdcWh7GWXas,https://api.spotify.com/v1/audio-analysis/3s7MCdXyWmwjdcWh7GWXas,215320,4
0.802,0.371,6,-9.087,0,0.131,0.571,3.82e-06,0.108,0.263,113.951,audio_features,7wKzj1b8YKPuZELfVDz708,spotify:track:7wKzj1b8YKPuZELfVDz708,https://api.spotify.com/v1/tracks/7wKzj1b8YKPuZELfVDz708,https://api.spotify.com/v1/audio-analysis/7wKzj1b8YKPuZELfVDz708,219933,4
0.757,0.737,4,-6.728,0,0.114,0.311,0.0,0.113,0.635,98.057,audio_features,5pAbCxt9e3f81lOmjIXwzd,spotify:track:5pAbCxt9e3f81lOmjIXwzd,https://api.spotify.com/v1/tracks/5pAbCxt9e3f81lOmjIXwzd,https://api.spotify.com/v1/audio-analysis/5pAbCxt9e3f81lOmjIXwzd,207031,4
0.718,0.562,9,-10.235,0,0.289,0.63,0.43,0.0604,0.474,62.343,audio_features,2l8ISZ28y66GCvO2F7MQ71,spotify:track:2l8ISZ28y66GCvO2F7MQ71,https://api.spotify.com/v1/tracks/2l8ISZ28y66GCvO2F7MQ71,https://api.spotify.com/v1/audio-analysis/2l8ISZ28y66GCvO2F7MQ71,236395,4
0.791,0.267,5,-11.997,1,0.0415,0.674,0.534,0.102,0.544,165.99,audio_features,01TyFEZu6mHbffsVfxgrFn,spotify:track:01TyFEZu6mHbffsVfxgrFn,https://api.spotify.com/v1/tracks/01TyFEZu6mHbffsVfxgrFn,https://api.spotify.com/v1/audio-analysis/01TyFEZu6mHbffsVfxgrFn,215111,4
0.73,0.483,9,-16.282,0,0.093,0.776,0.932,0.102,0.696,113.991,audio_features,5wAIikpUahtylFUnzz7D0o,spotify:track:5wAIikpUahtylFUnzz7D0o,https://api.spotify.com/v1/tracks/5wAIikpUahtylFUnzz7D0o,https://api.spotify.com/v1/audio-analysis/5wAIikpUahtylFUnzz7D0o,240000,4
0.24,0.129,1,-24.423,1,0.0558,0.984,0.864,0.131,0.118,66.282,audio_features,4m2QnkXm7ZpPGxsExVp8h4,spotify:track:4m2QnkXm7ZpPGxsExVp8h4,https://api.spotify.com/v1/tracks/4m2QnkXm7ZpPGxsExVp8h4,https://api.spotify.com/v1/audio-analysis/4m2QnkXm7ZpPGxsExVp8h4,74092,4
0.392,0.429,5,-10.279,0,0.0462,0.527,0.015,0.217,0.105,72.104,audio_features,0qOCy2LqvdkMora7eZsJhQ,spotify:track:0qOCy2LqvdkMora7eZsJhQ,https://api.spotify.com/v1/tracks/0qOCy2LqvdkMora7eZsJhQ,https://api.spotify.com/v1/audio-analysis/0qOCy2LqvdkMora7eZsJhQ,57370,4
0.558,0.872,8,-5.241,1,0.0437,0.199,0.583,0.0862,0.271,150.006,audio_features,2M93dEhTENpjqHOAqzxkEt,spotify:track:2M93dEhTENpjqHOAqzxkEt,https://api.spotify.com/v1/tracks/2M93dEhTENpjqHOAqzxkEt,https://api.spotify.com/v1/audio-analysis/2M93dEhTENpjqHOAqzxkEt,48200,4
0.86,0.316,10,-15.45,0,0.0468,0.886,0.899,0.107,0.531,112.006,audio_features,4TVw3QPxn7pD1YyrdbLa74,spotify:track:4TVw3QPxn7pD1YyrdbLa74,https://api.spotify.com/v1/tracks/4TVw3QPxn7pD1YyrdbLa74,https://api.spotify.com/v1/audio-analysis/4TVw3QPxn7pD1YyrdbLa74,194364,4
0.801,0.294,4,-15.16,1,0.0351,0.697,0.88,0.106,0.579,101.995,audio_features,2ngVZZGrIYAxyxaA2QcWTB,spotify:track:2ngVZZGrIYAxyxaA2QcWTB,https://api.spotify.com/v1/tracks/2ngVZZGrIYAxyxaA2QcWTB,https://api.spotify.com/v1/audio-analysis/2ngVZZGrIYAxyxaA2QcWTB,212890,4
0.751,0.859,0,-8.773,1,0.0357,0.105,0.304,0.0896,0.877,120.019,audio_features,4rY2Y5oRlZFrNzj9nB7vnI,spotify:track:4rY2Y5oRlZFrNzj9nB7vnI,https://api.spotify.com/v1/tracks/4rY2Y5oRlZFrNzj9nB7vnI,https://api.spotify.com/v1/audio-analysis/4rY2Y5oRlZFrNzj9nB7vnI,285440,4
0.757,0.779,2,-4.775,0,0.0415,0.4,0.131,0.0925,0.655,119.965,audio_features,0145Ntr2Q6rmoloYl9oYW7,spotify:track:0145Ntr2Q6rmoloYl9oYW7,https://api.spotify.com/v1/tracks/0145Ntr2Q6rmoloYl9oYW7,https://api.spotify.com/v1/audio-analysis/0145Ntr2Q6rmoloYl9oYW7,246840,4
0.857,0.656,7,-5.801,1,0.0464,0.0296,2.67e-06,0.0321,0.875,110.014,audio_features,6UVRuALsY1Q9THdXLouEUe,spotify:track:6UVRuALsY1Q9THdXLouEUe,https://api.spotify.com/v1/tracks/6UVRuALsY1Q9THdXLouEUe,https://api.spotify.com/v1/audio-analysis/6UVRuALsY1Q9THdXLouEUe,210535,4
0.795,0.208,10,-13.354,0,0.0414,0.732,0.899,0.0893,0.608,146.003,audio_features,0XvoMOI25j4wODyk8nuANS,spotify:track:0XvoMOI25j4wODyk8nuANS,https://api.spotify.com/v1/tracks/0XvoMOI25j4wODyk8nuANS,https://api.spotify.com/v1/audio-analysis/0XvoMOI25j4wODyk8nuANS,188469,4
0.81,0.836,1,-7.721,0,0.0645,0.0515,0.229,0.0598,0.0585,139.979,audio_features,1GfBLbAhZUWdseuDqhocmn,spotify:track:1GfBLbAhZUWdseuDqhocmn,https://api.spotify.com/v1/tracks/1GfBLbAhZUWdseuDqhocmn,https://api.spotify.com/v1/audio-analysis/1GfBLbAhZUWdseuDqhocmn,146571,4
0.773,0.69,1,-6.015,1,0.33,0.0219,0.0,0.307,0.687,91.343,audio_features,13MRbFUJGGRKucCMzzdnWF,spotify:track:13MRbFUJGGRKucCMzzdnWF,https://api.spotify.com/v1/tracks/13MRbFUJGGRKucCMzzdnWF,https://api.spotify.com/v1/audio-analysis/13MRbFUJGGRKucCMzzdnWF,211694,4
0.525,0.45,0,-9.56,1,0.0295,0.657,0.0244,0.139,0.175,80.074,audio_features,5xX7oEKHN0H9VOjezo2ZaA,spotify:track:5xX7oEKHN0H9VOjezo2ZaA,https://api.spotify.com/v1/tracks/5xX7oEKHN0H9VOjezo2ZaA,https://api.spotify.com/v1/audio-analysis/5xX7oEKHN0H9VOjezo2ZaA,204594,4
0.782,0.47,7,-10.07,0,0.0319,0.876,6.15e-05,0.0658,0.642,119.912,audio_features,4hxcpJ1sM0lrhVrqiBIMof,spotify:track:4hxcpJ1sM0lrhVrqiBIMof,https://api.spotify.com/v1/tracks/4hxcpJ1sM0lrhVrqiBIMof,https://api.spotify.com/v1/audio-analysis/4hxcpJ1sM0lrhVrqiBIMof,235035,4
0.812,0.469,7,-9.403,1,0.047,0.532,0.709,0.125,0.957,120.025,audio_features,0IShPKgHQ7CE5jvEtxgTbh,spotify:track:0IShPKgHQ7CE5jvEtxgTbh,https://api.spotify.com/v1/tracks/0IShPKgHQ7CE5jvEtxgTbh,https://api.spotify.com/v1/audio-analysis/0IShPKgHQ7CE5jvEtxgTbh,147660,4
0.707,0.854,9,-5.195,0,0.0467,0.105,2.23e-05,0.099,0.396,119.967,audio_features,3D2w1uW57boDEssh53zZWB,spotify:track:3D2w1uW57boDEssh53zZWB,https://api.spotify.com/v1/tracks/3D2w1uW57boDEssh53zZWB,https://api.spotify.com/v1/audio-analysis/3D2w1uW57boDEssh53zZWB,274582,4
0.571,0.431,1,-8.889,1,0.0547,0.637,0.00524,0.122,0.361,130.111,audio_features,6rSUrh8ErKSKfbH0t0IzCM,spotify:track:6rSUrh8ErKSKfbH0t0IzCM,https://api.spotify.com/v1/tracks/6rSUrh8ErKSKfbH0t0IzCM,https://api.spotify.com/v1/audio-analysis/6rSUrh8ErKSKfbH0t0IzCM,179413,4
0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,audio_features,0JXXNGljqupsJaZsgSbMZV,spotify:track:0JXXNGljqupsJaZsgSbMZV,https://api.spotify.com/v1/tracks/0JXXNGljqupsJaZsgSbMZV,https://api.spotify.com/v1/audio-analysis/0JXXNGljqupsJaZsgSbMZV,195373,4
0.678,0.355,10,-7.757,0,0.0627,0.759,7.06e-05,0.114,0.438,119.772,audio_features,6qBFSepqLCuh5tehehc1bd,spotify:track:6qBFSepqLCuh5tehehc1bd,https://api.spotify.com/v1/tracks/6qBFSepqLCuh5tehehc1bd,https://api.spotify.com/v1/audio-analysis/6qBFSepqLCuh5tehehc1bd,260776,3
0.505,0.267,9,-13.763,0,0.05,0.279,0.0,0.096,0.439,143.929,audio_features,5VlTQnZO89Ioku8ssdbqJk,spotify:track:5VlTQnZO89Ioku8ssdbqJk,https://api.spotify.com/v1/tracks/5VlTQnZO89Ioku8ssdbqJk,https://api.spotify.com/v1/audio-analysis/5VlTQnZO89Ioku8ssdbqJk,247080,4
0.523,0.543,5,-8.39,0,0.156,0.65,0.0,0.257,0.318,116.161,audio_features,5JycxhApZmzbA4xSwvqh6k,spotify:track:5JycxhApZmzbA4xSwvqh6k,https://api.spotify.com/v1/tracks/5JycxhApZmzbA4xSwvqh6k,https://api.spotify.com/v1/audio-analysis/5JycxhApZmzbA4xSwvqh6k,127807,3
0.333,0.259,0,-10.1,1,0.0293,0.915,0.000482,0.124,0.264,134.574,audio_features,6qpEu4YIoPzFjhXq8WTXCC,spotify:track:6qpEu4YIoPzFjhXq8WTXCC,https://api.spotify.com/v1/tracks/6qpEu4YIoPzFjhXq8WTXCC,https://api.spotify.com/v1/audio-analysis/6qpEu4YIoPzFjhXq8WTXCC,216000,4
0.556,0.396,9,-8.642,1,0.0356,0.815,0.0,0.192,0.287,137.592,audio_features,7kQrwjWCfm7u2MjtMmOagg,spotify:track:7kQrwjWCfm7u2MjtMmOagg,https://api.spotify.com/v1/tracks/7kQrwjWCfm7u2MjtMmOagg,https://api.spotify.com/v1/audio-analysis/7kQrwjWCfm7u2MjtMmOagg,163681,4
0.273,0.183,6,-17.962,0,0.0389,0.986,0.676,0.127,0.184,122.835,audio_features,1DxRCoKAKUejHETNMsJrsj,spotify:track:1DxRCoKAKUejHETNMsJrsj,https://api.spotify.com/v1/tracks/1DxRCoKAKUejHETNMsJrsj,https://api.spotify.com/v1/audio-analysis/1DxRCoKAKUejHETNMsJrsj,283774,4
0.145,0.308,10,-14.224,1,0.0336,0.825,0.386,0.613,0.0879,173.387,audio_features,5uE0ggArLjnpwVPEXc36Hx,spotify:track:5uE0ggArLjnpwVPEXc36Hx,https://api.spotify.com/v1/tracks/5uE0ggArLjnpwVPEXc36Hx,https://api.spotify.com/v1/audio-analysis/5uE0ggArLjnpwVPEXc36Hx,260493,3
0.422,0.219,9,-14.907,0,0.0338,0.947,0.0458,0.103,0.13,129.256,audio_features,3fHDbOrSf2IQhLeKaShLS4,spotify:track:3fHDbOrSf2IQhLeKaShLS4,https://api.spotify.com/v1/tracks/3fHDbOrSf2IQhLeKaShLS4,https://api.spotify.com/v1/audio-analysis/3fHDbOrSf2IQhLeKaShLS4,329822,4
0.569,0.0862,7,-17.77,1,0.0492,0.994,0.944,0.122,0.616,66.118,audio_features,0vRi3keQBMlYNwU66GCeU4,spotify:track:0vRi3keQBMlYNwU66GCeU4,https://api.spotify.com/v1/tracks/0vRi3keQBMlYNwU66GCeU4,https://api.spotify.com/v1/audio-analysis/0vRi3keQBMlYNwU66GCeU4,93600,4
0.574,0.186,6,-19.314,0,0.0302,0.992,0.939,0.0984,0.355,85.619,audio_features,1lK484GJpbnyKfwGKpFHNc,spotify:track:1lK484GJpbnyKfwGKpFHNc,https://api.spotify.com/v1/tracks/1lK484GJpbnyKfwGKpFHNc,https://api.spotify.com/v1/audio-analysis/1lK484GJpbnyKfwGKpFHNc,90236,4
0.601,0.763,6,-4.821,0,0.0268,0.0306,0.651,0.281,0.632,105.035,audio_features,0uGT3D84NJwKUzGXV9W0ay,spotify:track:0uGT3D84NJwKUzGXV9W0ay,https://api.spotify.com/v1/tracks/0uGT3D84NJwKUzGXV9W0ay,https://api.spotify.com/v1/audio-analysis/0uGT3D84NJwKUzGXV9W0ay,228725,4
0.797,0.58,1,-11.556,0,0.048,0.000104,0.558,0.128,0.15,122.002,audio_features,4CRtZMnOFz7UV5ihdzxWyn,spotify:track:4CRtZMnOFz7UV5ihdzxWyn,https://api.spotify.com/v1/tracks/4CRtZMnOFz7UV5ihdzxWyn,https://api.spotify.com/v1/audio-analysis/4CRtZMnOFz7UV5ihdzxWyn,287613,4
0.699,0.404,7,-9.206,1,0.0511,0.895,3.35e-05,0.413,0.621,109.922,audio_features,5mnh4K9uqRYNpuqd3s1NG0,spotify:track:5mnh4K9uqRYNpuqd3s1NG0,https://api.spotify.com/v1/tracks/5mnh4K9uqRYNpuqd3s1NG0,https://api.spotify.com/v1/audio-analysis/5mnh4K9uqRYNpuqd3s1NG0,183963,4
0.611,0.286,5,-10.556,0,0.0785,0.752,0.087,0.0874,0.152,159.999,audio_features,20IiuE1LuwBImLStjubLAH,spotify:track:20IiuE1LuwBImLStjubLAH,https://api.spotify.com/v1/tracks/20IiuE1LuwBImLStjubLAH,https://api.spotify.com/v1/audio-analysis/20IiuE1LuwBImLStjubLAH,219212,4
0.78,0.689,7,-5.668,1,0.141,0.0368,9.69e-06,0.0698,0.642,115.042,audio_features,1xzi1Jcr7mEi9K2RfzLOqS,spotify:track:1xzi1Jcr7mEi9K2RfzLOqS,https://api.spotify.com/v1/tracks/1xzi1Jcr7mEi9K2RfzLOqS,https://api.spotify.com/v1/audio-analysis/1xzi1Jcr7mEi9K2RfzLOqS,225389,4
0.8,0.614,7,-6.255,0,0.0668,0.174,0.000176,0.0849,0.548,135.018,audio_features,2dOUErBzFZJ8l7MbV6FcYW,spotify:track:2dOUErBzFZJ8l7MbV6FcYW,https://api.spotify.com/v1/tracks/2dOUErBzFZJ8l7MbV6FcYW,https://api.spotify.com/v1/audio-analysis/2dOUErBzFZJ8l7MbV6FcYW,230841,4
0.462,0.821,5,-3.678,0,0.243,0.216,0.0,0.137,0.487,79.131,audio_features,6y39UI6gdUexBGprn6pQo6,spotify:track:6y39UI6gdUexBGprn6pQo6,https://api.spotify.com/v1/tracks/6y39UI6gdUexBGprn6pQo6,https://api.spotify.com/v1/audio-analysis/6y39UI6gdUexBGprn6pQo6,205170,4
0.832,0.446,2,-8.262,1,0.232,0.0733,4.18e-05,0.366,0.423,90.007,audio_features,4GJy4M67insCFuAUhluOza,spotify:track:4GJy4M67insCFuAUhluOza,https://api.spotify.com/v1/tracks/4GJy4M67insCFuAUhluOza,https://api.spotify.com/v1/audio-analysis/4GJy4M67insCFuAUhluOza,193375,4
0.939,0.466,8,-11.097,1,0.0535,0.6,0.000163,0.117,0.769,124.995,audio_features,2gatbbWP4sb3ASVCQH2nPN,spotify:track:2gatbbWP4sb3ASVCQH2nPN,https://api.spotify.com/v1/tracks/2gatbbWP4sb3ASVCQH2nPN,https://api.spotify.com/v1/audio-analysis/2gatbbWP4sb3ASVCQH2nPN,158107,4
0.662,0.564,6,-12.129,0,0.0474,0.0015,0.814,0.113,0.311,127.98,audio_features,5E4PTNUV7RPpIZCEOM1lD2,spotify:track:5E4PTNUV7RPpIZCEOM1lD2,https://api.spotify.com/v1/tracks/5E4PTNUV7RPpIZCEOM1lD2,https://api.spotify.com/v1/audio-analysis/5E4PTNUV7RPpIZCEOM1lD2,266719,4
0.607,0.355,2,-8.957,1,0.141,0.402,0.818,0.106,0.0481,116.038,audio_features,4iurqgyrBFYiCZvMCNrM9B,spotify:track:4iurqgyrBFYiCZvMCNrM9B,https://api.spotify.com/v1/tracks/4iurqgyrBFYiCZvMCNrM9B,https://api.spotify.com/v1/audio-analysis/4iurqgyrBFYiCZvMCNrM9B,221379,4
0.59,0.735,0,-3.789,1,0.0504,0.0206,0.0,0.346,0.311,125.223,audio_features,6CBA5xTE7Z4cyA9rzlhFdA,spotify:track:6CBA5xTE7Z4cyA9rzlhFdA,https://api.spotify.com/v1/tracks/6CBA5xTE7Z4cyA9rzlhFdA,https://api.spotify.com/v1/audio-analysis/6CBA5xTE7Z4cyA9rzlhFdA,216560,4
0.483,0.129,5,-20.149,0,0.0349,0.947,0.145,0.106,0.203,137.35,audio_features,51Grh1RyUDcMBbpuyUIUHI,spotify:track:51Grh1RyUDcMBbpuyUIUHI,https://api.spotify.com/v1/tracks/51Grh1RyUDcMBbpuyUIUHI,https://api.spotify.com/v1/audio-analysis/51Grh1RyUDcMBbpuyUIUHI,161929,3
0.719,0.461,8,-8.191,1,0.0454,0.279,0.0,0.0875,0.548,123.915,audio_features,6FtIK0IkmG33lKbc1pyAlZ,spotify:track:6FtIK0IkmG33lKbc1pyAlZ,https://api.spotify.com/v1/tracks/6FtIK0IkmG33lKbc1pyAlZ,https://api.spotify.com/v1/audio-analysis/6FtIK0IkmG33lKbc1pyAlZ,209200,4
0.587,0.286,9,-8.839,1,0.0315,0.185,0.0288,0.214,0.302,71.123,audio_features,2VYnlKxB8jpbCeLUjQsebc,spotify:track:2VYnlKxB8jpbCeLUjQsebc,https://api.spotify.com/v1/tracks/2VYnlKxB8jpbCeLUjQsebc,https://api.spotify.com/v1/audio-analysis/2VYnlKxB8jpbCeLUjQsebc,224680,4
0.709,0.679,9,-4.828,1,0.0588,0.808,4.61e-05,0.428,0.852,102.653,audio_features,4i7HqWsN7iJzsXpsW5h1nb,spotify:track:4i7HqWsN7iJzsXpsW5h1nb,https://api.spotify.com/v1/tracks/4i7HqWsN7iJzsXpsW5h1nb,https://api.spotify.com/v1/audio-analysis/4i7HqWsN7iJzsXpsW5h1nb,191336,4
0.699,0.75,9,-6.481,0,0.0542,0.543,0.0137,0.333,0.887,151.035,audio_features,6uVZddXkgQIArp8myEHs4x,spotify:track:6uVZddXkgQIArp8myEHs4x,https://api.spotify.com/v1/tracks/6uVZddXkgQIArp8myEHs4x,https://api.spotify.com/v1/audio-analysis/6uVZddXkgQIArp8myEHs4x,295413,3
0.779,0.372,9,-6.252,1,0.0284,0.195,0.000324,0.702,0.327,129.968,audio_features,4CzLJ2wsrk1QdhXXuT16gx,spotify:track:4CzLJ2wsrk1QdhXXuT16gx,https://api.spotify.com/v1/tracks/4CzLJ2wsrk1QdhXXuT16gx,https://api.spotify.com/v1/audio-analysis/4CzLJ2wsrk1QdhXXuT16gx,184973,4
0.438,0.412,6,-9.75,0,0.0275,0.8,0.0,0.267,0.413,88.977,audio_features,6rTqYkpXwKMv8sBvWB6Fl4,spotify:track:6rTqYkpXwKMv8sBvWB6Fl4,https://api.spotify.com/v1/tracks/6rTqYkpXwKMv8sBvWB6Fl4,https://api.spotify.com/v1/audio-analysis/6rTqYkpXwKMv8sBvWB6Fl4,50427,3
0.213,0.305,0,-11.88,1,0.0299,0.176,0.762,0.115,0.058,80.067,audio_features,2kk2trjT2JXhEHtCnz9FWA,spotify:track:2kk2trjT2JXhEHtCnz9FWA,https://api.spotify.com/v1/tracks/2kk2trjT2JXhEHtCnz9FWA,https://api.spotify.com/v1/audio-analysis/2kk2trjT2JXhEHtCnz9FWA,240080,4
0.507,0.396,6,-7.637,1,0.0251,0.704,0.00115,0.162,0.366,89.908,audio_features,5Z4EEIaSzeRmYze3W47S1k,spotify:track:5Z4EEIaSzeRmYze3W47S1k,https://api.spotify.com/v1/tracks/5Z4EEIaSzeRmYze3W47S1k,https://api.spotify.com/v1/audio-analysis/5Z4EEIaSzeRmYze3W47S1k,173520,4
0.695,0.69,1,-5.805,0,0.0233,0.0328,0.697,0.113,0.741,92.977,audio_features,2FPmvXIMpjgzJQbUeJo8Iv,spotify:track:2FPmvXIMpjgzJQbUeJo8Iv,https://api.spotify.com/v1/tracks/2FPmvXIMpjgzJQbUeJo8Iv,https://api.spotify.com/v1/audio-analysis/2FPmvXIMpjgzJQbUeJo8Iv,293427,4
0.4,0.366,8,-9.405,0,0.0597,0.242,0.0,0.126,0.161,73.313,audio_features,6gU9OKjOE7ghfEd55oRO57,spotify:track:6gU9OKjOE7ghfEd55oRO57,https://api.spotify.com/v1/tracks/6gU9OKjOE7ghfEd55oRO57,https://api.spotify.com/v1/audio-analysis/6gU9OKjOE7ghfEd55oRO57,272187,3
0.707,0.618,1,-5.825,0,0.19,0.17,0.0,0.293,0.517,133.876,audio_features,08SB2OtZkaliju77WYEKxk,spotify:track:08SB2OtZkaliju77WYEKxk,https://api.spotify.com/v1/tracks/08SB2OtZkaliju77WYEKxk,https://api.spotify.com/v1/audio-analysis/08SB2OtZkaliju77WYEKxk,231498,4
0.764,0.705,8,-3.463,1,0.0284,0.259,8.92e-05,0.12,0.781,110.97,audio_features,3DarAbFujv6eYNliUTyqtz,spotify:track:3DarAbFujv6eYNliUTyqtz,https://api.spotify.com/v1/tracks/3DarAbFujv6eYNliUTyqtz,https://api.spotify.com/v1/audio-analysis/3DarAbFujv6eYNliUTyqtz,208667,4
0.883,0.584,7,-2.102,0,0.0465,0.0392,4.39e-06,0.0869,0.784,144.975,audio_features,6t90Z9XkdsHD8xMxro6KRP,spotify:track:6t90Z9XkdsHD8xMxro6KRP,https://api.spotify.com/v1/tracks/6t90Z9XkdsHD8xMxro6KRP,https://api.spotify.com/v1/audio-analysis/6t90Z9XkdsHD8xMxro6KRP,161067,4
0.903,0.519,1,-9.151,1,0.26,0.281,0.000106,0.155,0.587,114.991,audio_features,0314PeD1sQNonfVWix3B2K,spotify:track:0314PeD1sQNonfVWix3B2K,https://api.spotify.com/v1/tracks/0314PeD1sQNonfVWix3B2K,https://api.spotify.com/v1/audio-analysis/0314PeD1sQNonfVWix3B2K,116727,4
0.646,0.77,2,-6.596,0,0.226,0.00249,0.0,0.0715,0.681,99.165,audio_features,5IVuqXILoxVWvWEPm82Jxr,spotify:track:5IVuqXILoxVWvWEPm82Jxr,https://api.spotify.com/v1/tracks/5IVuqXILoxVWvWEPm82Jxr,https://api.spotify.com/v1/audio-analysis/5IVuqXILoxVWvWEPm82Jxr,236133,4
0.422,0.712,11,-5.907,0,0.1,0.273,0.0,0.051,0.471,78.454,audio_features,2CvOqDpQIMw69cCzWqr5yr,spotify:track:2CvOqDpQIMw69cCzWqr5yr,https://api.spotify.com/v1/tracks/2CvOqDpQIMw69cCzWqr5yr,https://api.spotify.com/v1/audio-analysis/2CvOqDpQIMw69cCzWqr5yr,261160,4
0.652,0.749,0,-5.248,1,0.0886,0.0848,0.0,0.604,0.651,94.103,audio_features,1z6WtY7X4HQJvzxC4UgkSf,spotify:track:1z6WtY7X4HQJvzxC4UgkSf,https://api.spotify.com/v1/tracks/1z6WtY7X4HQJvzxC4UgkSf,https://api.spotify.com/v1/audio-analysis/1z6WtY7X4HQJvzxC4UgkSf,267413,4
0.598,0.457,10,-9.77,0,0.11,0.205,0.0197,0.163,0.476,87.026,audio_features,0P7Y6z5DZ3rFn4ccTm9xD2,spotify:track:0P7Y6z5DZ3rFn4ccTm9xD2,https://api.spotify.com/v1/tracks/0P7Y6z5DZ3rFn4ccTm9xD2,https://api.spotify.com/v1/audio-analysis/0P7Y6z5DZ3rFn4ccTm9xD2,76300,4
0.497,0.708,5,-8.652,0,0.393,0.411,0.000237,0.324,0.748,71.597,audio_features,035oBcRjSOLNXDklFrODdk,spotify:track:035oBcRjSOLNXDklFrODdk,https://api.spotify.com/v1/tracks/035oBcRjSOLNXDklFrODdk,https://api.spotify.com/v1/audio-analysis/035oBcRjSOLNXDklFrODdk,215820,4
